,Return,Volatility,VGSH,AAPL,VTI
128,0.08736835784493903,0.06958395191480228,0.7684391195720007,0.20637421926763394,0.02518666116036537
863,0.06582300348381462,0.07000615885180791,0.6724357949749361,0.0533490515058628,0.2742151535192011
948,0.0636367659654065,0.07014134856800332,0.6677240380935178,0.04055208095893448,0.2917238809475477
2038,0.06162469445689911,0.07051788692799639,0.6625272481701151,0.028307467794140718,0.30916528403574417
1632,0.06535420525223451,0.0708416841757906,0.6667645373278328,0.04807456002639079,0.2851609026457764
1546,0.057807721588253445,0.07086813332032446,0.6559529336113387,0.006861982465694976,0.33718508392296626
415,0.0683863541314944,0.07109932376913117,0.6712995024581605,0.06473726117127708,0.26396323637056246
1836,0.061726241431703174,0.07135147012065401,0.6581408834970475,0.026401682080645663,0.3154574344223069
766,0.06475835840389495,0.07221732923381714,0.6579801952952296,0.040514953076859116,0.30150485162791135
2283,0.09095088937277625,0.07228720083496322,0.7689726903306815,0.22344219699826723,0.007585112671051238
2191,0.06110717030811558,0.07235589059164516,0.6519102111012939,0.020119700353145604,0.3279700885455605
1318,0.0652912390399988,0.07274776427785745,0.6559000567730854,0.04188131546467333,0.30221862776224123
740,0.06186515073907163,0.07291796396409664,0.6498759978105924,0.022565220039717723,0.32755878214968986
2544,0.0733456697060793,0.07304020137391731,0.6714192063651515,0.08802853118653725,0.24055226244831118
1823,0.08851628822737227,0.07347650912522352,0.734157968387587,0.19313908187009943,0.07270294974231366
2241,0.0757405812787886,0.07396563734768653,0.6722157593899835,0.09967722544391652,0.22810701516610002
1623,0.06021515453465343,0.07477486150835581,0.6380842879583756,0.008435940692131402,0.3534797713494931
678,0.08950326833311313,0.07596627323219123,0.7163754178217578,0.18810728290737574,0.09551729927086641
2600,0.06675222569050432,0.07632910244979237,0.638348885868811,0.03919507846221845,0.3224560356689705
535,0.08743100671147655,0.07635272871796205,0.7010091439475953,0.17005974187854558,0.12893111417385916
883,0.07695183749209929,0.07671388635370273,0.6579747085619176,0.09761848138468947,0.24440681005339282
1404,0.06255777725729296,0.07688217946921791,0.6296235804158564,0.014813959699377263,0.3555624598847663
1498,0.06446450534612784,0.07724624233789894,0.630045583804797,0.023972968923283444,0.3459814472719196
1649,0.08851541341825205,0.07734554221936299,0.6983065018424595,0.17367114329527342,0.12802235486226723
1991,0.07696137218066983,0.07765962281399348,0.6519971533123496,0.09441790766688724,0.2535849390207631
2884,0.09477378495459345,0.077677741093543,0.7373936649610489,0.22420188680854208,0.038404448230409054
2516,0.0615764583082838,0.07829627989094087,0.6211484687341486,0.005616928249074516,0.3732346030167769
2349,0.0773513475390052,0.07853517039145369,0.6475296491747833,0.09381888640791367,0.258651464417303
1770,0.07023867418485351,0.07853907034495265,0.6318543832368096,0.051997507532353875,0.31614810923083664
369,0.07593639076968248,0.07856499895996867,0.6437316508048773,0.08513018628265835,0.27113816291246445
969,0.0957265955729794,0.07865889639255781,0.7341486418254486,0.22690251590001353,0.038948842274537814
1946,0.08953940782026977,0.07873796102784064,0.6918879484910562,0.17498223532629062,0.13312981618265335
576,0.08496952500771382,0.07879884874730436,0.6705727516517147,0.14200774027429752,0.18741950807398775
2277,0.08109694642475106,0.0791172770428517,0.6546274235622783,0.11521428887277492,0.23015828756494677
1356,0.06390312851076889,0.07933097813644696,0.6182607991275592,0.014945850573494984,0.366793350298946
1267,0.06581675571421537,0.07944100806841321,0.6200427614606355,0.024875495624065692,0.3550817429152988
361,0.09853437698524968,0.0795348327669357,0.7504328246729977,0.248893099042345,0.000674076284657363
2115,0.07789527409161971,0.08042428450044069,0.6371678269153656,0.09074083619004357,0.2720913368945909
1069,0.06252626267180704,0.08096386871578172,0.6082655368900328,0.003071035718358927,0.3886634273916083
1278,0.09098202439445875,0.08113245034073759,0.6792915585228102,0.174899926233646,0.14580851524354374
2215,0.0896833215201281,0.08120257827372256,0.6724803053512178,0.165119782688874,0.1623999119599082
1529,0.09235442390281176,0.08123674769391731,0.6855748945689784,0.18473861058744137,0.12968649484358033
327,0.07469046403578045,0.08143374497214119,0.6237655463217799,0.06845541438533637,0.30777903929288375
2568,0.08446272085239824,0.08198191674473293,0.646262469803769,0.1264360851951324,0.22730144500109875
346,0.07002058388758654,0.08269661751498532,0.6083276976226089,0.03820342083724301,0.35346888154014816
2303,0.08871837066810344,0.082708706970961,0.6567997785342296,0.15208757297974038,0.19111264848603007
141,0.09039298169010591,0.08281607176797891,0.6630905881747896,0.1633456814385622,0.17356373038664824
1319,0.09824355296007284,0.08345961440232766,0.701442794265499,0.22093426684050674,0.07762293889399431
2431,0.06747761407516825,0.08346688202359015,0.6006498870146175,0.02212546571467475,0.3772246472707077
166,0.08574986330837947,0.08356697857717849,0.6397679814295089,0.12893837018570758,0.23129364838478356
2245,0.08363816788207286,0.08391720602554503,0.6307810137349039,0.11416948589597269,0.2550495003691233
2222,0.0894315360871524,0.08420713042420296,0.6486309780755406,0.1509927265104278,0.20037629541403165
908,0.06728757720118757,0.08450378455495035,0.5949124542404333,0.018120588655991282,0.3869669571035755
779,0.06897048978352302,0.08473522497274188,0.5957901254537202,0.02647877136559502,0.3777311031806848
1221,0.08699470831778988,0.0848240666436032,0.635373215444338,0.13238250480684532,0.2322442797488167
1122,0.06449915735421308,0.08494839573897216,0.5895911136934773,0.002172434432188064,0.4082364518743346
2111,0.09761643399809448,0.0850949765421713,0.6814474422156961,0.20714171872373618,0.11141083906056767
657,0.08654994911921754,0.08511933655634447,0.6318863361435142,0.12840650078016957,0.23970716307631618
1577,0.0854942496985251,0.08525585161369835,0.6276194482472258,0.12114577259251992,0.25123477916025433
1269,0.06780431328864449,0.0853430715444906,0.5910887880037646,0.018464775134650977,0.39044643686158437
611,0.08514405715776927,0.0854342760157093,0.6253777263993743,0.11828865746516828,0.25633361613545735
2080,0.083183940852842,0.08598564237887268,0.6162637772182937,0.10416073491757175,0.2795754878641345
510,0.10329324152546564,0.0866501269213565,0.7061425380643711,0.24713530043293763,0.04672216150269126
2226,0.1038071904431576,0.08702729992542979,0.706161987117554,0.24955286948234806,0.04428514340009798
1712,0.10369320288272177,0.0870326271289027,0.7051269996596792,0.24845712717847568,0.046415873161845124
1042,0.07081041025852634,0.08756925389614653,0.5830175998479719,0.028161556824611005,0.3888208433274172
1930,0.07350515965599862,0.08782793803356793,0.5854716052003823,0.042114335488346734,0.3724140593112709
1522,0.08040702018475993,0.0881176266066832,0.596549879480962,0.0804526839898354,0.3229974365292025
1492,0.0732325313941852,0.08812260047648014,0.5834419116030103,0.03973559276360674,0.376822495633383
867,0.09952611432886035,0.08830041545072183,0.6637335069147088,0.20646851261814195,0.12979798046714916
1667,0.08014574117836888,0.08847537680500535,0.593878091026877,0.07777849922847498,0.3283434097446481
873,0.07435789808988384,0.08855991017535604,0.5827667944422539,0.044639572573960076,0.37259363298378606
1602,0.08641035949258309,0.08899662535364077,0.6060348869697652,0.11371794199305219,0.28024717103718266
29,0.09123833762624142,0.08914325544774838,0.620232474266176,0.1440370253386707,0.23573050039515328
265,0.0859924314335449,0.08966079636487001,0.6006777155857483,0.10885221220971293,0.29047007220453885
952,0.10361258295240047,0.08984484115546584,0.6746596526426608,0.23153876369091142,0.09380158366642768
2282,0.09815554443406563,0.09000539299444067,0.642228777461077,0.18837466842186865,0.16939655411705443
1677,0.08150363088809616,0.09004601806441463,0.5875234436461777,0.08068803938433454,0.3317885169694878
2997,0.09403655444840182,0.09006295414191445,0.6240315672737381,0.1592046307679921,0.2167638019582699
1496,0.08643163325456217,0.09024328729695902,0.5981925024683671,0.10955992665528215,0.2922475708763509
402,0.09566484920199525,0.09025918522195615,0.6291266773811232,0.1695966753037362,0.20127664731514064
1838,0.06999126626225383,0.09036663449698504,0.5671494692734822,0.015710363266920137,0.4171401674595977
2373,0.07595244654253758,0.09050342976797368,0.574557960427034,0.04765082980573809,0.377791209767228
1436,0.08246721316065121,0.09079397635439004,0.585189910495785,0.08393396601400008,0.330876123490215
302,0.09085518458949897,0.09086296668656452,0.6072119028728247,0.13517368262262272,0.2576144145045526
2921,0.10708151145166454,0.09101557020138067,0.6880768991797546,0.25506927348106306,0.056853827339182386
175,0.10137716451093551,0.09138855289125267,0.6471058620085051,0.2061104696451967,0.14678366834629822
832,0.09880886776219486,0.09151079136582273,0.6333151413427887,0.1865951866798061,0.18008967197740525
1611,0.10590768586961823,0.09156115098775784,0.6733778334948437,0.24159166472474156,0.08503050178041469
1646,0.09749483580571512,0.09167434439670302,0.62619000343799,0.17657284273088755,0.19723715383112253
2249,0.09616758236814435,0.0919110630016265,0.6189338580617693,0.16641745351701526,0.2146486884212156
1937,0.08302318261501482,0.09191379892248919,0.5797708499238906,0.0835957534907419,0.33663339658536745
2831,0.08499536992085492,0.09223293266721139,0.5823179857377675,0.09421507124321651,0.3234669430190159
2771,0.0750073939650343,0.09249402186232908,0.5622258318392832,0.036529663870954666,0.4012445042897621
893,0.07000444223690154,0.09257783775928768,0.555594812923467,0.009499022334218982,0.43490616474231397
2912,0.10983705455901424,0.09260457775901296,0.6932310267756796,0.27077267366388813,0.03599629956043223
201,0.10913752679964864,0.09264405019359613,0.6866649022005414,0.263931766444881,0.04940333135457759
2368,0.09229876235392526,0.09266367603199034,0.5997864658673263,0.13790319708497945,0.2623103370476943
2188,0.07085167233595255,0.09287060885888967,0.5549807461946873,0.01313353149858931,0.4318857223067234
2453,0.08833524292831119,0.09311119161637964,0.5852686959854541,0.11145886111939438,0.30327244289515165
2962,0.10581231460939979,0.09318116471001774,0.656867378847982,0.23218144352539952,0.11095117762661864
138,0.11019548423496107,0.09327243108682017,0.688456186883824,0.26985905920625913,0.041684753909916744
1558,0.10676420505646228,0.09368447552087089,0.6581946458015873,0.2373600696543757,0.1044452845440371
903,0.08250805133894315,0.09403441944025347,0.5663112820209074,0.0738759763853223,0.35981274159377025
1401,0.0848255276848631,0.09422042225495872,0.5700434492712165,0.08675576479193053,0.34320078593685305
1762,0.1055525887295972,0.09470428227124647,0.6413595551208316,0.2225458203086804,0.1360946245704878
1497,0.08787543130915396,0.09479089827290335,0.573690674849785,0.10301966208742942,0.32328966306278556
1537,0.08414380810681887,0.09486216700892736,0.5648141540039988,0.08072402740399062,0.3544618185920106
1865,0.0797170651784206,0.09491918340132108,0.5561937123480795,0.05531191963972609,0.3884943680121945
972,0.10445041443202303,0.09496505005906719,0.6330223234014721,0.2128576345500525,0.15412004204847535
1689,0.08488491084558285,0.0950633069838196,0.5651942130636611,0.08440121657516111,0.3504045703611778
1234,0.07939277623950208,0.09508204822215034,0.5547472015940832,0.053007842406384224,0.3922449559995326
1110,0.06982993838904161,0.09528851882353978,0.5413904591029379,0.0009701816895150249,0.457639359207547
801,0.07336951078602998,0.09529880828790545,0.5450963921422379,0.019559248742783232,0.43534435911497876
1265,0.09362568653681895,0.09533252800800576,0.5862089636918133,0.13674641033842122,0.2770446259697655
2725,0.08404339584016496,0.09546673211825421,0.5610836432390648,0.07822845750541875,0.3606878992555164
755,0.10561460776534472,0.09548700203136899,0.63483693765681,0.21929513442151696,0.14586792792167289
1532,0.07996155898590801,0.09577326206461828,0.5518411688425369,0.05409396763514546,0.3940648635223176
504,0.08537737848718971,0.09584525708388625,0.5616422566211335,0.08477925693220531,0.3535784864466612
923,0.10889242786129531,0.09593358396656453,0.6504346539109511,0.24311439579581376,0.10645095029323512
1743,0.09697785678046289,0.09608924745085552,0.5921821340982749,0.15568869304703994,0.2521291728546851
1060,0.08377126806691898,0.09609237041269267,0.5569177418037036,0.07469230672891693,0.36838995146737946
2193,0.08253760024197562,0.09641218464577825,0.5527436180440279,0.06664844949268675,0.38060793246328534
858,0.10904510779972779,0.09645929798273993,0.646389172138665,0.24163315047954786,0.1119776773817872
122,0.09723127628812438,0.09669307930799857,0.5888862962552649,0.15508623122187357,0.2560274725228616
1518,0.07329201730534561,0.09703825886782452,0.5358653436030626,0.014184761589280176,0.44994989480765724
859,0.10594293621632173,0.09726167804513632,0.6214844648871185,0.2135837288450168,0.1649318062678647
1523,0.10483942463985625,0.09742651473911754,0.614638083883935,0.2046986663164798,0.18066324979958515
721,0.09834923290603992,0.09750634628901231,0.5871722769711235,0.15939148464620878,0.2534362383826677
2958,0.09976792104583058,0.0976519551359249,0.5913298362374769,0.16829286655584288,0.24037729720668022
2234,0.09015362767130292,0.09772389445984572,0.5613478139522748,0.10698831920950462,0.3316638668382205
1148,0.09966597247792643,0.09798299488680802,0.5885938531925909,0.16633003292633175,0.24507611388107742
36,0.11535844427288196,0.0983004947301778,0.6744438461115488,0.28643175174723773,0.03912440214121346
2044,0.09957930533680687,0.09841139527846926,0.5852518349196822,0.164109749905178,0.25063841517513974
1216,0.10764398646092364,0.09874646977845021,0.6178609366882819,0.21958314559083236,0.1625559177208856
1419,0.09695397329436341,0.09879007336838508,0.5737182886348122,0.14555277489946655,0.28072893646572117
2674,0.11456432988500255,0.09888039723773105,0.6610917978275772,0.2754637676825588,0.06344443448986378
1336,0.08758334452407969,0.09888318201492291,0.548470074766009,0.08795939290702373,0.3635705323269673
2800,0.07436484287701725,0.09892393021899047,0.5271848917561865,0.01449655802489459,0.4583185502189189
834,0.10996476089751948,0.09901067285164665,0.6284277927740621,0.23618894804246346,0.13538325918347444
140,0.11514825350674775,0.09904485383029887,0.663998954642981,0.27977679679169215,0.05622424856532697
2348,0.08516573435297299,0.09911457273215897,0.5422428523833804,0.0732560702761338,0.3845010773404858
1541,0.08383063294968701,0.0991617183569532,0.5395062050235592,0.06551757177883794,0.39497622319760284
599,0.08499987293682434,0.09917011821571184,0.5416101859361554,0.07213580477626653,0.3862540092875781
2007,0.11513749414529112,0.09925771132821397,0.6615232133807818,0.2783823213012312,0.06009446531798716
1796,0.10835003611120636,0.09936658070633055,0.6163354063008685,0.22206161959092388,0.16160297410820765
754,0.07844829664267966,0.09940446390106823,0.5296892629371497,0.034980489145880436,0.43533024791696984
2308,0.11776129198183267,0.09945537216441941,0.6827759335237866,0.30220867232821114,0.015015394148002284
2868,0.10699874529472553,0.09961222924656456,0.6074464250250353,0.21090718430121344,0.18164639067375135
2833,0.10339976179386942,0.09978430997131636,0.5900558346204043,0.18461044224450576,0.22533372313508993
2826,0.09626583706868495,0.09982273099650174,0.5647718932074027,0.13747296400539566,0.2977551427872016
1675,0.11796933715386079,0.09990901174706174,0.6789712465467603,0.3011174506153153,0.01991130283792424
2246,0.10278538194982172,0.10005098833557768,0.5856331828492212,0.17933200993762177,0.2350348072131571
2434,0.07964611634579177,0.10008524144723592,0.527685250662705,0.039502332663853945,0.43281241667344117
1440,0.11294833312858782,0.10013996940718728,0.6364308657447543,0.25450699055580045,0.10906214369944515
1525,0.10870151078487633,0.10044958006319628,0.6090748388830535,0.2197659252785807,0.17115923583836573
1980,0.08818143864252444,0.10045018718027522,0.5405356804293304,0.08645288520264031,0.37301143436802936
2311,0.10949301513282893,0.10048216044638524,0.6129276022755823,0.22556450252096,0.1615078952034577
74,0.08864562780150152,0.10059014108665591,0.5406933712532177,0.08871246293175465,0.37059416581502774
732,0.10585002966920912,0.10086165471832001,0.5922994537652845,0.1973040056835814,0.2103965405511342
1604,0.08613978482326014,0.1010284286684044,0.5331413208840521,0.07287666182175749,0.3939820172941904
822,0.09113002006493595,0.10119625549796107,0.5426074910487352,0.10138695738342068,0.3560055515678442
2973,0.10863616037658769,0.10125035494184365,0.6021597997483658,0.21570567525474046,0.18213452499689384
332,0.11935161690843248,0.10128066880045036,0.6749440765409068,0.30540481092361593,0.019651112535477435
319,0.11740346367845872,0.10132641972635067,0.6568691258918569,0.28646796803938657,0.05666290606875651
996,0.10074368253119768,0.10149796635361442,0.5679216447542705,0.1601543536445242,0.2719240016012052
2717,0.08186788553926144,0.1015035727996898,0.5232323735950024,0.04749021068883518,0.42927741571616235
598,0.07462431429406934,0.10161242433386956,0.513451809776122,0.00825603626708272,0.4782921539567952
291,0.09575574905302403,0.1016856106049698,0.5513199438530755,0.12778094245387453,0.32089911369305013
2691,0.07551617309272086,0.10170976526397107,0.5138880404035141,0.01266976668696664,0.4734421929095192
2518,0.1053201013554768,0.10221998443504485,0.5798464959390146,0.18806141952361044,0.23209208453737495
1383,0.10569755268256346,0.10227502725136706,0.580980947464963,0.19044505794414,0.22857399459089692
1038,0.11118488716294907,0.10247020483014695,0.6050286255364878,0.22919978374980332,0.16577159071370884
114,0.09693703401899587,0.10258481346361283,0.5488963957281501,0.13199758081760352,0.3191060234542463
1019,0.10533750198762477,0.10258888271876189,0.5771992554889408,0.18670572025405846,0.23609502425700074
1090,0.09899880716720451,0.10262884469302011,0.554677677320213,0.1447922867139312,0.3005300359658558
793,0.08449672655365842,0.10266398939326352,0.5210125711454948,0.05859689564223184,0.4203905332122735
958,0.09556234198538947,0.10275435181447434,0.5440605232888475,0.1229339909681316,0.33300548574302086
2120,0.10549197702251066,0.10278745181922959,0.5763596280393374,0.1869733475243929,0.2366670244362698
1028,0.10756428675322369,0.10279768020479434,0.5849657808903342,0.20135102901371865,0.21368319009594708
2414,0.07498185282495332,0.10287218556579825,0.5072871962469016,0.006583737030314186,0.4861290667227843
2383,0.09429624434311831,0.10300640961483122,0.5392328313084898,0.11438342942520285,0.3463837392663074
1347,0.10650584755626184,0.10303767782298438,0.5786371808401589,0.19295816130683874,0.22840465785300226
2225,0.10560997982142864,0.1030492666331764,0.5749106670238908,0.186739353461319,0.23834997951479012
2766,0.09912832684673631,0.1031582690963781,0.5515984666268493,0.1437271641973763,0.30467436917577434
1137,0.09099487039436276,0.10315854813973553,0.5306054628452868,0.09423807420804423,0.375156462946669
484,0.08248634215356833,0.10320913763980381,0.514837888130683,0.0458292834704732,0.43933282839884386
2009,0.12076303903459007,0.10323636724167136,0.6638427806431151,0.3059880967816498,0.03016912257523511
1949,0.07854074150665628,0.10327352418232176,0.5091512385847691,0.024263302696451012,0.4665854587187799
1041,0.12152022257555997,0.10388806709685679,0.6628715341091663,0.3090069713761345,0.028121494514699193
1208,0.08968731630090504,0.10390438667042282,0.523500709394108,0.08425713521837384,0.3922421553875181
1114,0.07803398728514026,0.10391762796285878,0.5051471293889837,0.019716148111268355,0.47513672249974803
544,0.09294664408627844,0.10391941557394314,0.5304448821783035,0.10329176222076548,0.36626335560093093
634,0.11783801603352094,0.10407740772024139,0.6308100423748909,0.2743556002758957,0.09483435734921342
1814,0.08492242549464739,0.10428068295016152,0.512734580191595,0.056096459110706744,0.43116896069769833
2028,0.09513512212361364,0.10435084942692843,0.533069559424206,0.1149661457235548,0.35196429485223923
570,0.08266810110118442,0.10447113047810207,0.5082338191451055,0.04309516302196455,0.44867101783293
2276,0.10948170380227458,0.10461129712467167,0.5794761009994368,0.20735063243464305,0.21317326656592014
467,0.09101234294036696,0.10485414852602193,0.5206817394491705,0.08893229284043284,0.39038596771039663
1467,0.12160070521519017,0.10500751863965188,0.6501111497192584,0.3024562596339799,0.04743259064676176
2726,0.08065250408363137,0.10517403289854999,0.5016973384250226,0.030106717477715327,0.4681959440972619
1633,0.0828693842014432,0.10522146644820145,0.5044523554131743,0.04198488001401358,0.4535627645728121
547,0.08624711266822183,0.10536707069467717,0.5088779171815954,0.06020666099995082,0.43091542181845377
9,0.10793965484856648,0.10537137861429598,0.5671929978846226,0.19346013090527975,0.23934687121009762
2475,0.11124130870414338,0.10550036647803179,0.5805401687707457,0.21616918833984664,0.20329064288940782
2686,0.08995931900769676,0.10558546764143682,0.5143314923349076,0.08055303455048238,0.4051154731146101
2874,0.08103441230058005,0.10587682399242566,0.49844052767143465,0.03012720300630698,0.4714322693222584
2443,0.11069803329434089,0.10592783531524859,0.5747192255603799,0.21046462846026706,0.2148161459793528
763,0.09082096595635028,0.10603270348581244,0.5134465750872852,0.08410801772283961,0.4024454071898752
434,0.10915713537695376,0.10611824936672004,0.5666389034521788,0.1988612168798068,0.2344998796680143
1722,0.11348836454071297,0.10612131408019505,0.5864104042322776,0.2298799338559869,0.1837096619117355
928,0.10512605987849806,0.10614783135866823,0.5510470598610997,0.1715173741774985,0.2774355659614018
