Date,Adj Close
2017-01-01,190.22299194335938
2017-02-01,197.59629821777344
2017-03-01,196.94093322753906
2017-04-01,199.91455078125
2017-05-01,202.7221221923828
2017-06-01,203.0787811279297
2017-07-01,208.2061004638672
2017-08-01,208.8124237060547
2017-09-01,211.990966796875
2017-10-01,218.0353240966797
2017-11-01,224.70204162597656
2017-12-01,226.49337768554688
2018-01-01,240.29534912109375
2018-02-01,231.34194946289062
2018-03-01,224.6060028076172
2018-04-01,226.41622924804688
2018-05-01,231.88739013671875
2018-06-01,232.5584716796875
2018-07-01,241.97097778320312
2018-08-01,249.76199340820312
2018-09-01,250.07098388671875
2018-10-01,234.02464294433594
2018-11-01,238.43629455566406
2018-12-01,216.1710662841797
2019-01-01,234.553955078125
2019-02-01,242.17665100097656
2019-03-01,245.45838928222656
2019-04-01,256.79779052734375
2019-05-01,240.49649047851562
2019-06-01,255.97984313964844
2019-07-01,261.067138671875
2019-08-01,256.7842102050781
2019-09-01,260.60821533203125
2019-10-01,267.5639953613281
2019-11-01,277.265625
2019-12-01,284.1336364746094
2020-01-01,285.4044494628906
2020-02-01,262.28753662109375
2020-03-01,228.5822296142578
2020-04-01,259.019287109375
2020-05-01,271.2864990234375
2020-06-01,274.8551940917969
2020-07-01,292.5336608886719
2020-08-01,312.92620849609375
2020-09-01,299.8932800292969
2020-10-01,293.506591796875
2020-11-01,325.63555908203125
2020-12-01,336.4528503417969
2021-01-01,334.3785095214844
2021-02-01,343.6280517578125
2021-03-01,358.087158203125
2021-04-01,378.3580627441406
2021-05-01,380.88330078125
2021-06-01,388.1728210449219
2021-07-01,399.0208740234375
2021-08-01,410.7989807128906
2021-09-01,390.3604736328125
2021-10-01,419.20648193359375
2021-11-01,416.128173828125
2021-12-01,433.51568603515625
2022-01-01,412.3013610839844
2022-02-01,400.01275634765625
2022-03-01,413.77642822265625
2022-04-01,378.70001220703125
2022-05-01,394.3399963378906
2022-05-05,377.4800109863281
