,Return,Volatility,AAPL,VTI
738,0.1492400541316577,0.21604586536700124,0.07895473774964515,0.9210452622503549
2142,0.14939788691719832,0.21608677216789318,0.07969392619242797,0.920306073807572
2056,0.1494709787568534,0.21610575261130294,0.08003624190934117,0.9199637580906589
1631,0.14973906120366248,0.21617556651860217,0.08129176968651014,0.9187082303134899
1240,0.14988163677786248,0.21621282293104024,0.08195950304945361,0.9180404969505463
1692,0.1498958956712279,0.21621655376758486,0.08202628264246697,0.9179737173575331
2006,0.15000306242497213,0.2162446221175963,0.08252818359762627,0.9174718164023737
2029,0.15004194904766363,0.21625481932545879,0.08271030382045547,0.9172896961795445
2002,0.15008671360085002,0.2162665660071297,0.08291995253348035,0.9170800474665196
2735,0.15013002153388216,0.21627793871492929,0.08312277936358728,0.9168772206364127
1260,0.15018748731552176,0.2162930418244888,0.08339191255728962,0.9166080874427104
1579,0.15027180496138648,0.21631522799236275,0.08378680281492744,0.9162131971850725
1662,0.15031709297834295,0.21632715714913553,0.08399890309951731,0.9160010969004827
721,0.15040952742967253,0.21635153251982986,0.08443180731459383,0.9155681926854061
2100,0.15056303809431984,0.21639209559857495,0.08515075369042134,0.9148492463095786
543,0.15070543264675013,0.21642981246856025,0.08581763926245986,0.9141823607375401
2787,0.15077034474207637,0.21644703518363573,0.0861216462563022,0.9138783537436979
1356,0.1512410696315599,0.21657247391093565,0.08832622242749874,0.9116737775725012
297,0.15135978271339556,0.21660425948953926,0.0888821990441407,0.9111178009558593
273,0.1515769432374837,0.2166625616603938,0.08989924090324981,0.9101007590967501
1570,0.15160425385110962,0.21666990825735324,0.09002714645777977,0.9099728535422202
235,0.15168510051868433,0.2166916749603652,0.09040578085939678,0.9095942191406032
943,0.15177745600022607,0.2167165746616498,0.09083831523018335,0.9091616847698166
733,0.1520329210212871,0.21678564101611522,0.0920347510052774,0.9079652489947226
1285,0.1522596282235523,0.21684716752472646,0.0930965034367261,0.906903496563274
2827,0.15226455155311447,0.21684850612670994,0.09311956118293452,0.9068804388170655
1965,0.15230974445154682,0.21686079846883896,0.09333121599281839,0.9066687840071816
1457,0.15242275819331547,0.2168915762817062,0.09386050052330978,0.9061394994766903
1899,0.15259529241215747,0.21693866945861096,0.0946685411348705,0.9053314588651294
2691,0.15261543556267396,0.2169441758539656,0.09476287884811563,0.9052371211518844
2434,0.1526294235237473,0.21694800067129708,0.0948283895664882,0.9051716104335119
2950,0.15276317123785396,0.21698461453417767,0.09545477884408747,0.9045452211559125
1263,0.15283113675848364,0.2170032497036303,0.09577308614117455,0.9042269138588255
1327,0.15319579126861393,0.21710357070189026,0.09748089607796075,0.9025191039220393
910,0.1534015807287963,0.21716043723530093,0.09844468310162804,0.901555316898372
1738,0.1535750167532473,0.21720850408659506,0.09925694719743842,0.9007430528025616
776,0.1535785931429384,0.2172094966167602,0.09927369673345833,0.9007263032665417
953,0.15381575904394756,0.21727543757413414,0.10038443106186573,0.8996155689381342
1513,0.15421741434449482,0.21738766043598243,0.10226552918181597,0.897734470818184
808,0.1542557829198748,0.21739841665960327,0.10244522320032912,0.8975547767996709
571,0.1542583896366325,0.21739914765270654,0.1024574314046912,0.8975425685953088
2929,0.15435228118756597,0.21742549666457436,0.10289715974812286,0.8971028402518771
1444,0.15437107042362153,0.21743077404460215,0.10298515658663389,0.8970148434133661
1459,0.15452306918266406,0.21747352161686614,0.10369702215763497,0.896302977842365
822,0.15454664779865057,0.21748016159655364,0.10380744940742555,0.8961925505925744
1481,0.1551171237591695,0.21764153448937548,0.10647919618967111,0.8935208038103288
509,0.1553550427615627,0.21770924437955982,0.10759345756626049,0.8924065424337395
700,0.1556510502712416,0.21779382121210394,0.10897976858764999,0.89102023141235
422,0.1559805332709302,0.21788839970582666,0.11052285752591441,0.8894771424740856
2785,0.15599285180126038,0.21789194467278536,0.11058054969184164,0.8894194503081584
2706,0.15607288198556285,0.2179149910163032,0.11095536020480007,0.8890446397952
2218,0.15609766682882806,0.21792213382185832,0.11107143665643895,0.8889285633435611
25,0.15631923898452013,0.21798610473388313,0.11210913979377533,0.8878908602062247
2705,0.15649703374456353,0.2180375866477246,0.11294181743651764,0.8870581825634823
2453,0.15660012843044366,0.21806749973845244,0.1134246474141669,0.8865753525858331
2710,0.15667117566719999,0.218088140340205,0.1137573875107321,0.886242612489268
487,0.1569854352282319,0.21817969441422827,0.1152291795389416,0.8847708204610584
1807,0.15714838147343085,0.21822732997830563,0.11599231617644905,0.884007683823551
2281,0.15715376575186435,0.21822890592391553,0.11601753271417373,0.8839824672858262
1897,0.157206080029354,0.21824422435556462,0.11626253953693498,0.8837374604630649
362,0.15742454023244973,0.21830831748715998,0.1172856682663889,0.882714331733611
1322,0.157478812281052,0.21832427130178791,0.11753984404460598,0.882460155955394
380,0.15748713490307753,0.21832671891665426,0.11757882191598953,0.8824211780840104
2995,0.1575096482992019,0.21833334138267882,0.11768426035304104,0.8823157396469591
213,0.1575939766741247,0.21835816609510394,0.1180792008587674,0.8819207991412326
818,0.1577167647982601,0.21839436613804017,0.11865426238328516,0.8813457376167149
1044,0.1580269789509508,0.2184861049233421,0.1201071082902441,0.8798928917097559
1455,0.15805520242034865,0.2184944714377758,0.12023928908096283,0.8797607109190372
2753,0.15809870696244666,0.21850737439743276,0.12044303670296198,0.879556963297038
2597,0.15818148393188772,0.2185319470610895,0.12083071141154578,0.8791692885884542
1186,0.1582220487435803,0.21854399938243801,0.12102069120493349,0.8789793087950665
951,0.15832464814474095,0.21857451378518633,0.12150120158377904,0.8784987984162209
24,0.15835978001559944,0.21858497261178544,0.12166573693568968,0.8783342630643103
2125,0.15837251895818227,0.21858876629869872,0.12172539804537763,0.8782746019546224
1864,0.15839094194754452,0.21859425391183004,0.121811679617178,0.878188320382822
2893,0.1585125746287618,0.21863052006949674,0.12238132978151196,0.8776186702184879
2276,0.1585150272106057,0.21863125197234556,0.12239281611591173,0.8776071838840883
1704,0.158621365130812,0.2186630097208009,0.12289083534161833,0.8771091646583816
1835,0.15881696962109418,0.21872155057206596,0.1238069224402383,0.8761930775597617
973,0.15889084932520603,0.21874370309616942,0.12415292801346958,0.8758470719865304
2248,0.15890453404597787,0.21874780891068427,0.12421701854702143,0.8757829814529786
878,0.15891924159895704,0.21875222247832585,0.1242858993764801,0.8757141006235198
1575,0.15897013508110303,0.2187675020121505,0.12452425209696479,0.8754757479030352
2161,0.1591996351699287,0.21883653841805273,0.1255990846337946,0.8744009153662055
1777,0.1592540197933122,0.21885293024251526,0.12585378764073007,0.8741462123592699
1705,0.1592871480131633,0.2188629213273675,0.12600893916492076,0.8739910608350793
2810,0.15933106459288104,0.21887617312382934,0.12621461650922353,0.8737853834907765
858,0.15933585505096365,0.21887761912848125,0.12623705196988003,0.87376294803012
2159,0.15934773756856305,0.21888120629229785,0.12629270212932286,0.8737072978706772
1427,0.1594605239511586,0.2189152842658805,0.12682092185396576,0.8731790781460342
2058,0.15955988818920366,0.21894535079524904,0.12728628078517415,0.872713719214826
323,0.15959535786950432,0.21895609351194345,0.12745239822178694,0.8725476017782131
746,0.15960696271807184,0.2189596094169905,0.12750674795598166,0.8724932520440184
358,0.15969648170830186,0.21898674974607404,0.12792599800444887,0.8720740019955511
1895,0.15974485749043124,0.2190014302072464,0.12815255941840448,0.8718474405815955
2755,0.15984890850068928,0.21903303933795715,0.1286398682115627,0.8713601317884373
1702,0.15991092660649067,0.2190519009711868,0.12893032159800355,0.8710696784019965
848,0.1600680588890008,0.21909976152116045,0.12966622932985855,0.8703337706701414
2660,0.16034633088970357,0.2191847719715108,0.13096947850058668,0.8690305214994133
2149,0.16035184396731425,0.21918645943924983,0.13099529825178755,0.8690047017482124
905,0.1606527946458911,0.2192787675213472,0.13240475993422351,0.8675952400657765
2554,0.16079720144555013,0.2193231938244328,0.13308106959321828,0.8669189304067817
2177,0.16082050995541247,0.21933037273135916,0.13319023183761342,0.8668097681623866
1482,0.1608628773096627,0.2193434274444309,0.13338865359457464,0.8666113464054254
454,0.1611084076385765,0.2194192297085573,0.13453856158653008,0.8654614384134699
1191,0.16119254994366972,0.21944526437528541,0.1349326306594476,0.8650673693405524
2990,0.16123238559072112,0.21945760025135283,0.1351191955091416,0.8648808044908584
1171,0.1614985520971702,0.21954019255039894,0.13636575023951095,0.8636342497604891
648,0.16153690256767433,0.2195521169999063,0.13654535946629387,0.8634546405337061
2491,0.1616666915738902,0.21959251791500584,0.13715320867244193,0.862846791327558
1365,0.16172701004539058,0.21961131765733505,0.13743570205217095,0.8625642979478291
1542,0.1619202534455353,0.2196716480350924,0.13834073130538813,0.8616592686946118
580,0.16199564996690222,0.21969522859919113,0.13869384068649399,0.861306159313506
97,0.16210833781195033,0.2197305159461436,0.13922159892389913,0.8607784010761009
80,0.16218330542187648,0.21975402052936652,0.13957269955644905,0.860427300443551
2315,0.16240918009688146,0.2198249791833609,0.14063055295939783,0.8593694470406021
16,0.1624644771776548,0.21984238285455177,0.14088952933675353,0.8591104706632464
1689,0.1624684219822402,0.21984362488612386,0.14090800429395942,0.8590919957060406
2847,0.1625264654560646,0.21986190743424183,0.1411798430306516,0.8588201569693484
677,0.1625760227222597,0.21987752798279608,0.1414119377649734,0.8585880622350266
2592,0.16277217005953057,0.21993945328127923,0.14233056721383358,0.8576694327861665
1856,0.16293060298794748,0.21998958748093503,0.14307256634437454,0.8569274336556255
628,0.16317235897449964,0.22006628725459043,0.14420479771582753,0.8557952022841725
250,0.16319047055464578,0.2200720430294301,0.1442896208448036,0.8557103791551964
2769,0.16336857981354239,0.22012871710673867,0.14512377140026653,0.8548762285997336
1834,0.16336934684927876,0.22012896145804006,0.14512736370809784,0.8548726362919021
854,0.16342221995071546,0.22014581083887064,0.14537498770701665,0.8546250122929834
539,0.16374372633669326,0.22024851413628346,0.1468807192569074,0.8531192807430926
393,0.1639196918999449,0.2203049047594995,0.14770483010458624,0.8522951698954137
783,0.16397511469953563,0.22032269204147048,0.14796439526897093,0.852035604731029
1520,0.16401312749139374,0.22033489906375353,0.14814242302361744,0.8518575769763825
238,0.1640438975737214,0.2203447845728597,0.14828653053057284,0.8517134694694272
2733,0.16425950617190255,0.22041416189694774,0.14929630415519854,0.8507036958448014
635,0.1643772179107763,0.22045211877516807,0.14984759111789958,0.8501524088821004
471,0.16474469852427523,0.2205709795043603,0.1515686367264826,0.8484313632735174
507,0.16485202388888004,0.2206057976756215,0.15207128051409366,0.8479287194859063
2010,0.16506403829662084,0.22067471683744863,0.15306422123530444,0.8469357787646955
1763,0.16509359587770173,0.22068433962536568,0.1532026501571331,0.8467973498428669
704,0.16514718794087135,0.22070179617694066,0.15345364131580902,0.8465463586841909
2682,0.16524913566079413,0.22073503592599739,0.1539310996339706,0.8460689003660294
