,Return,Volatility,AAPL,COST,AXP
792,0.244445620763647,0.2184541720391543,0.0019355508753316048,0.9685943868817133,0.029470062242955116
572,0.2567576893601005,0.21872007091316012,0.103264072631012,0.8943400622786012,0.0023958650903867598
619,0.2659724347177485,0.21900585185130292,0.22298517494951617,0.7493731568428741,0.027641668207609715
681,0.257767545191033,0.21904452768227078,0.2505455618031641,0.6051615858131842,0.14429285238365153
859,0.23627063974987425,0.2191571054762883,0.1449879682990016,0.589442100112087,0.26556993158891135
749,0.23335913585235243,0.2191578511016102,0.12599341341160317,0.5968831209203174,0.2771234656680795
903,0.25309203456170615,0.2192743102126169,0.23590832271432838,0.5847920144926015,0.17929966279306994
659,0.2562582349637864,0.21933171083738717,0.24849587819828867,0.5931361723598233,0.15836794944188815
708,0.2502774046230607,0.21938085742637164,0.040195706569365705,0.9532544151014867,0.006549878329147652
843,0.2242886960981848,0.21959516049556613,0.0637721302249482,0.6262696166134301,0.30995825316162173
849,0.2659743606314464,0.21961652582223962,0.20161215389930345,0.7929315027554041,0.0054563433452924515
745,0.254521008642712,0.21975153496774572,0.24568463666765625,0.5802156664683533,0.17409969686399054
328,0.26090216993463494,0.219824327021145,0.26668496592425023,0.6059315619939163,0.12738347208183362
378,0.24160343888059077,0.21999507869750998,0.1831548428213875,0.5689361221285592,0.24790903505005332
95,0.24004645829586627,0.22016848697672275,0.17514855577932176,0.5685328549610834,0.2563185892595949
761,0.24014397589850048,0.2206046792258696,0.17859167969212428,0.5625658165121415,0.25884250379573404
169,0.238597958414997,0.22060792657950248,0.16925349698048708,0.5649933487238046,0.2657531542957084
138,0.2700447361431833,0.22106801973754253,0.2481399283031968,0.7418433906868421,0.010016681009961148
862,0.22913534673498712,0.22108618543289252,0.10978178662687743,0.5845693460832614,0.30564886728986107
621,0.24908106309356623,0.22152292673877366,0.23387816458939495,0.5458743887152592,0.220247446695346
465,0.231392566156691,0.22153103102120428,0.12828999347976378,0.5710960484763251,0.3006139580439111
264,0.26629787146665324,0.2215599261541468,0.2943537501695345,0.6074857858596494,0.09816046397081614
634,0.22526952504011305,0.22159059290732228,0.08488855016745485,0.5937827131166614,0.3213287367158838
46,0.2318594048888414,0.22167177227042195,0.1323395951176802,0.5678578262587934,0.29980257862352644
165,0.24399473596966767,0.22180485623201546,0.20851887578272174,0.5429364092213074,0.2485447149959709
876,0.24076235729835613,0.22205426092949562,0.1913446262910099,0.5432251779473046,0.2654301957616855
866,0.2179432115679023,0.22205916761962602,0.03021256472145178,0.62652032154692,0.34326711373162827
340,0.24018018160824148,0.2222562606127331,0.18907914286265687,0.5415910733623073,0.26932978377503586
124,0.24745383202499624,0.22226438927337486,0.23024145777069135,0.5358160593898328,0.233942482839476
337,0.269350245962005,0.22239187180080003,0.30490857810535693,0.6187488992671615,0.07634252262748177
291,0.2564703802484301,0.22248138548741,0.27448488646629726,0.5424726878807073,0.1830424256529953
109,0.2540784229764197,0.22268992688247932,0.265541296746534,0.5350162342573029,0.19944246899616308
537,0.2696928394783677,0.22269602726667972,0.30887451682043815,0.6143474730724888,0.0767780101070732
148,0.2299671625613899,0.22274265356892958,0.12577683811046303,0.5609153855823659,0.31330777630717116
53,0.27174612813763327,0.2230029641921751,0.30937286551533405,0.6353719948544497,0.05525513963021621
85,0.22731591815705257,0.2231234553743294,0.10928216487408722,0.5660576348885178,0.32466020023739506
796,0.2271988289502989,0.22324253365815003,0.10913894198696969,0.5650925683454858,0.3257684896675444
43,0.26018619993724995,0.22333261045703195,0.29511125149711487,0.5403410056303822,0.1645477428725029
78,0.22672754953662214,0.22351199060503704,0.1073116423799439,0.563756209492185,0.32893214812787114
61,0.23003130651885365,0.2235621575157383,0.1309670543312897,0.55103122483338,0.3180017208353304
523,0.2330553789054531,0.22356946425341068,0.15152971688426528,0.5416042002962972,0.30686608281943745
906,0.2709798048923951,0.22376397820119096,0.3221966734956658,0.6010238071058059,0.07677951939852831
120,0.23012434941666232,0.22385888508227128,0.1332894200370065,0.5472991835761308,0.3194113963868626
278,0.24200005765046817,0.22397144024730953,0.20981008068638274,0.5188956114677068,0.2712943078459106
835,0.25984029283766247,0.2242436300248665,0.300265053625934,0.526129598268773,0.17360534810529302
33,0.2651357463809691,0.22428982369874792,0.31847371058062907,0.5458784224751365,0.1356478669442343
577,0.25882934151867704,0.22440391768445048,0.2973337318532608,0.5212494220958678,0.1814168460508716
391,0.2605928485379501,0.22473439027277517,0.30651100463109443,0.5214841681234273,0.17200482724547822
959,0.26960828621678457,0.22482855097282875,0.3329300731869393,0.564437789647865,0.10263213716519569
281,0.2679138950336432,0.22491609428242232,0.3306013740016787,0.5509941119004859,0.11840451409783537
287,0.2608941018232348,0.22502758798443337,0.30964302689607764,0.5183377225693103,0.172019250534612
518,0.2624496443667217,0.22512739111392,0.31608666026791776,0.5219087402079359,0.16200459952414642
256,0.273972170168546,0.2251491559985747,0.33742145045321825,0.6021299235778874,0.060448625968894346
371,0.231772291814062,0.22526649897017476,0.15222378294850683,0.526417905817941,0.3213583112335522
983,0.2542610447051124,0.22527355229158907,0.2825589905163465,0.5023107644216901,0.21513024506196343
299,0.24716148521695872,0.22530478494474812,0.2464362366093503,0.49968866166525827,0.2538751017253915
121,0.2736555651257791,0.22534290549085478,0.34035483220134655,0.5927561223834876,0.06688904541516578
501,0.2508244766675097,0.22553821451947312,0.26711127378700744,0.4968907823647451,0.2359979438482473
633,0.24620385835793557,0.2256146904658624,0.24284994223504483,0.49671506646766134,0.26043499129729386
421,0.2746245459503836,0.22575600045086405,0.3445866575562928,0.5945366175978786,0.060876724845828616
389,0.25907839796575116,0.22590966842707302,0.3080028046087922,0.5021894394982283,0.18980775589297955
297,0.23916099781944994,0.22595644004072174,0.20342051783352316,0.50143737745971,0.2951421047067668
347,0.21588375799821524,0.22603799385500348,0.03840359702262441,0.5877290202253042,0.37386738275207143
860,0.24423211947809154,0.22607979673372808,0.23419344540241774,0.4931843515967428,0.2726222030008396
601,0.24497131195488675,0.22608325489823242,0.23842813068497212,0.4924925090557173,0.2690793602593106
286,0.2470784593344237,0.22608728733381397,0.25021453443157105,0.4911009355891096,0.2586845299793194
410,0.2396117632149644,0.22617778542240993,0.2073273498304525,0.49831745387580323,0.2943551962937442
107,0.27634148307174383,0.22619653804395545,0.347149015069813,0.6077463288149106,0.04510465611527646
721,0.2785385908855711,0.22622476302092695,0.33037370828483603,0.6655016894514642,0.0041246022636998005
464,0.25544526162482106,0.22630142836459646,0.29412312454641476,0.49146537264740686,0.21441150280617838
262,0.22866622555850882,0.22634926888765522,0.13659907886717937,0.5249060079959984,0.3384949131368223
825,0.2140988134602234,0.22646288280645802,0.02611907456725743,0.5935937554434917,0.3802871699892509
984,0.26357534614379674,0.2266014993193181,0.33009205625784965,0.505462310730952,0.16444563301119836
832,0.26558092632171865,0.2267142421941249,0.3378039455867801,0.5112804749203517,0.1509155794928682
8,0.22466008782897365,0.2267464266777897,0.11007374098883084,0.5359378987290334,0.3539883602821356
443,0.2382120626477536,0.22681530896716554,0.20194220164379062,0.49426304408473043,0.30379475427147906
20,0.26450027351493083,0.2269409745009095,0.3356404330226473,0.5040880767840218,0.16027149019333092
729,0.270998625026938,0.22698210386606565,0.3544359507384458,0.5355531603807621,0.11001088888079201
248,0.21740139222662824,0.22706106077722912,0.05645867618925455,0.5672401702001866,0.3763011536105589
768,0.2652387280068948,0.2271548296524391,0.3396304813570511,0.503886647788719,0.15648287085422988
875,0.2769661542228024,0.22732777416320185,0.36148797537051125,0.5852424319793074,0.053269592650181406
689,0.2421637070923312,0.22737733097874868,0.22877492057433432,0.48202008387050727,0.2892049955551585
892,0.2486166321559127,0.2274299341442472,0.26563739788030094,0.4761944691755973,0.2581681329441018
245,0.2690581430422109,0.22748861039354734,0.35377273616109206,0.5160753258966942,0.1301519379422137
3,0.2605381905861818,0.22754565669423915,0.32401170229002946,0.4852478778603027,0.1907404198496678
335,0.2360474387948483,0.22763034866448484,0.1923416106690562,0.4905850886721459,0.317073300658798
289,0.2802803343951607,0.22769963520835826,0.3521211222371924,0.6398969639166189,0.007981913846188644
804,0.2223608418536183,0.22777529441505706,0.09843601378160985,0.5349646562102723,0.36659933000811784
522,0.23901185995399202,0.2278722559674781,0.21215176452327938,0.48205066667216634,0.3057975688045542
630,0.2590674088972007,0.2279350583215262,0.31992351705209643,0.47778853062436766,0.2022879523235358
793,0.27947137319062315,0.22797770265188114,0.3637128018140059,0.60760100040341,0.028686197782584105
880,0.2471269110957527,0.2280048817708542,0.26040072109537776,0.47087135156833526,0.26872792733628703
456,0.21420721173997384,0.22801449503545113,0.03588409572739046,0.5748655583980529,0.3892503458745566
520,0.28055245374302706,0.228086218891773,0.3588435957156132,0.629123910779426,0.012032493504960846
992,0.22381722138442373,0.22814166038951836,0.11106245734792668,0.5248766493249514,0.36406089332712194
87,0.26705034000712663,0.22814758524421216,0.3523013764543953,0.4975211008460322,0.15017752269957252
402,0.26753736086866564,0.22820812190622156,0.35428435055446794,0.4987093109392909,0.1470063385062412
946,0.25188507572992413,0.22824097916436129,0.28708128617629236,0.4675953954736331,0.2453233183500744
953,0.2617988195631786,0.2282765459015654,0.3335401708466554,0.4793694106690499,0.18709041848429464
582,0.2697073360806063,0.22839572806562766,0.36208897269638946,0.5061031652195043,0.1318078620841063
706,0.2235233783392124,0.22844106164530842,0.11040906843189364,0.5230535628919297,0.3665373686761767
697,0.2803570106751083,0.22847800024044368,0.36786664281032716,0.6086457584831252,0.023487598706547548
283,0.2509027882899801,0.22852020375185442,0.2833970330131806,0.46455664333537594,0.25204632365144347
198,0.23897239632384573,0.22855403782858025,0.21521559694856215,0.47538592470436575,0.3093984783470721
436,0.2562496837968897,0.22863013545302996,0.3107861040233798,0.4661567777231772,0.223057118253443
868,0.27943043423076136,0.22870567617793316,0.3746569134764429,0.58486798780504,0.04047509871851717
247,0.2763013308870189,0.22872820635133256,0.3769686402758538,0.5465716076091062,0.07645975211504008
251,0.24944656204292573,0.22877403295749832,0.27692714242590954,0.46210515816381903,0.2609676994102713
348,0.27018471106920683,0.22885476555762996,0.3666462915547443,0.501943797836282,0.13140991060897358
670,0.24387238091188398,0.22886103489786902,0.2461012798792321,0.465066253402761,0.28883246671800683
486,0.2644563913598544,0.22901959343941078,0.3484912463108023,0.4774394471724267,0.17406930651677105
34,0.2777355294353658,0.22903280847717258,0.3803425828643225,0.5550932171690245,0.0645641999666531
406,0.27106925094078993,0.2290595558149705,0.3704878211451886,0.5036129647677137,0.1258992140870977
733,0.25123066183113074,0.22906422321558748,0.28785896613948825,0.45898685537539136,0.25315417848512034
306,0.24702206239912786,0.22931155439425058,0.26625489648652545,0.4578207396575998,0.2759243638558749
759,0.2759703130578528,0.22939470919286187,0.38274891736130934,0.5312438655307637,0.08600721710792691
327,0.2734291266439669,0.22954892181970832,0.3797203627250564,0.5101364537242864,0.1101431835506572
519,0.24278445367611173,0.22964106257911365,0.24343653531239298,0.45881680173470357,0.2977466629529034
753,0.23296850264054422,0.22971314656627104,0.18228971810302613,0.4780123677271448,0.33969791416982914
655,0.27522433976303684,0.2297455143662302,0.38464894087333074,0.5193662839090936,0.0959847752175757
77,0.21659635982350367,0.22986583907512803,0.06489413263228809,0.5414157268532791,0.3936901405144328
919,0.27892374563991784,0.22994517356727392,0.38952652925103975,0.5491392877038251,0.06133418304513527
774,0.23898165864456528,0.22997070155589272,0.22195954680858668,0.4617476573711999,0.31629279582021336
9,0.2556949172428548,0.23003218708622664,0.3153772064200935,0.45084974703330366,0.23377304654660286
265,0.22588421490387492,0.2301766732818089,0.13586952040671027,0.4965304822351896,0.36759999735810023
528,0.24621358487978967,0.23018096210625424,0.26584962783093197,0.44996821714765467,0.28418215502141336
881,0.24674167693145613,0.23033406403814957,0.2695571672798069,0.44808427238055937,0.2823585603396338
101,0.2557674459720919,0.23033737843544466,0.3172709183682451,0.44777069426023397,0.23495838737152094
142,0.21523928471877857,0.23034274913543235,0.056556848250336696,0.5438324680849689,0.3996106836646944
947,0.24529003052756626,0.23047300781268062,0.2619433195018631,0.44801223172425053,0.29004444877388647
42,0.2802086366115877,0.23050234772032677,0.39480461219337026,0.5521794454181738,0.053015942388455986
367,0.276889857102706,0.23072276504372788,0.3951028911891448,0.5159485824346919,0.0889485263761632
831,0.2688396850186887,0.23079524943634347,0.3750581462616753,0.4703712252901175,0.15457062844820718
707,0.23004854410433262,0.23081202037216522,0.16777804889436446,0.4762308256462722,0.3559911254593633
533,0.27648919681383505,0.23085270160200264,0.3955386039133861,0.5107603942002624,0.09370100188635155
44,0.2699379414071628,0.2309624507404853,0.3797392799290056,0.47262408559573893,0.14763663447525552
935,0.2737205261108723,0.23107750459719612,0.3914288149355291,0.48941371814702883,0.11915746691744214
578,0.22900880580890678,0.23119213489038543,0.16240079841209995,0.4760241063158475,0.3615750952720526
466,0.2745802970136531,0.23155250016265996,0.3968229224795922,0.48765435731060686,0.1155227202098009
563,0.2655310715314191,0.2315593230594841,0.36722243705146335,0.4508187324737253,0.18195883047481143
170,0.2201152195407011,0.23158793395492672,0.10032724319117367,0.5070079919020708,0.39266476490675556
31,0.21395065884390302,0.2316879839218603,0.05298002540953847,0.5372866876472135,0.409733286943248
872,0.2595360125517882,0.2317258110521458,0.3422176179045859,0.4374044997592352,0.22037788233617875
99,0.22295239384933874,0.23185655281498474,0.12256097092861726,0.49217080815959174,0.3852682209117909
652,0.21677623591275108,0.23186793291043675,0.07615425830887752,0.5204091754376525,0.40343656625346985
728,0.24800669097055533,0.23189070577865145,0.2838594661243387,0.432528396166699,0.2836121377089623
795,0.2628723793361104,0.23197586508889262,0.3584285935250094,0.440194149342037,0.20137725713295374
191,0.21699289735483349,0.2320414307287048,0.07866197809905344,0.5176264627208114,0.4037115591801352
671,0.271793100618627,0.23205053333824188,0.3923629756025793,0.46682211462519557,0.14081490977222522
225,0.2175500946664452,0.23205838110813326,0.0830434329219097,0.5146821374603763,0.402274429617714
254,0.26056077373924585,0.2321229781534228,0.34892249360680877,0.434746033065252,0.2163314733279392
871,0.2713666683832173,0.23218257999738073,0.39183239342544507,0.46332567459157487,0.1448419319829801
145,0.24117905214064367,0.23223998830562567,0.24567620947377355,0.43702237103908215,0.3173014194871444
950,0.2770646054416065,0.2322745742361862,0.40735424282131816,0.4928678248083553,0.0997779323703266
399,0.22965096189171447,0.23234963053311602,0.17197976610390567,0.4634041796867107,0.3646160542093836
434,0.23590609855000502,0.23236697486060395,0.2133854346635368,0.44620087844378625,0.340413686892677
985,0.24454874665104204,0.23238277907436644,0.2663378148813301,0.43110364956558,0.3025585355530898
964,0.24781274309804796,0.23253111882473562,0.28567128042219087,0.4267558541687826,0.28757286540902666
653,0.21498677069081185,0.2325576491681888,0.06544452300288077,0.5230174837980941,0.4115379931990251
130,0.2430374776585067,0.23258063582205468,0.2583216671285985,0.4312111300870393,0.3104672027843622
669,0.24879292696912403,0.23264530116468002,0.29164876770340187,0.42510062002095167,0.2832506122756465
807,0.23648519810437907,0.23270771170699725,0.21857091766745862,0.44185381179858235,0.3395752705339591
539,0.21709520981615935,0.2327677011846686,0.08287287150449386,0.5101469152737408,0.40698021322176536
688,0.2550150466624674,0.23277081754873227,0.325286171035234,0.423367177659696,0.2513466513050701
112,0.23744609040092876,0.23288394854328323,0.2254233152621562,0.4382092786574111,0.3363674060804326
141,0.2429990769898361,0.23295620631122307,0.2597418332121878,0.4279060099162502,0.3123521568715619
451,0.23364464026717577,0.23298743703173308,0.20144532413452482,0.44624920963459547,0.3523054662308797
527,0.2300807592271855,0.23304004175914075,0.1779282151860326,0.4559003349988216,0.3661714498151458
75,0.22483285889870536,0.23307274911823464,0.1415879906616047,0.473596646422127,0.3848153629162682
949,0.24151855736781266,0.2331261047963162,0.2516104936279394,0.4285781995747522,0.3198113067973084
766,0.27385929704491224,0.2331971652282966,0.4056779597783508,0.461877202404373,0.13244483781727612
339,0.2561829509830482,0.23323344939915178,0.33333120570363983,0.4195152310039484,0.24715356329241167
126,0.2817910325978599,0.2332719847969864,0.42126221358924687,0.5152694739937886,0.06346831241696452
596,0.21183275897008222,0.23336645220797866,0.04407907454520703,0.5326850660139292,0.42323585944086367
557,0.24546049420155946,0.23339152516066677,0.27607604789861123,0.4210530456851815,0.3028709064162073
146,0.2318703732580436,0.23340875996496302,0.19154784724656465,0.4473660512953395,0.3610861014580957
584,0.2407358618375183,0.23346662519742514,0.24833298698569647,0.4268532771415032,0.3248137358728003
997,0.2489656681025648,0.23347175687788477,0.296292599944646,0.4174951296467944,0.2862122704085597
69,0.2736350385382274,0.2335223652662428,0.4070150343393789,0.45674637409868374,0.13623859156193735
494,0.26439950757266195,0.23353733202142393,0.3729984678844324,0.42690670397457775,0.2000948281409898
890,0.2651386908480023,0.23366663267478463,0.376783231735752,0.42713127008538926,0.19608549817885873
834,0.2593652657937581,0.23371555465818575,0.3511275995272175,0.41742175252289726,0.23145064794988526
362,0.2710526780518739,0.23373384209876638,0.39988916409536635,0.4435433972038197,0.156567438700814
821,0.2850565404003429,0.23378561346982665,0.42491508303686704,0.5428798841220219,0.032205032841111064
224,0.278477223859574,0.23388531487197348,0.4216565529057505,0.4788962878779721,0.09944715921627739
268,0.2544249972075979,0.2339934963069238,0.32788103855317446,0.4117478337939631,0.26037112765286247
783,0.27847926571843623,0.23402131785037197,0.4226103606655001,0.47697526144176466,0.10041437789273526
360,0.21961401581715256,0.2342080574497934,0.10852461166410161,0.48492979223548216,0.40654559610041624
54,0.2205552883430724,0.23422220571558353,0.11558530250451587,0.48065036213694656,0.4037643353585375
244,0.2576115989942833,0.2342471835480544,0.3451233558065894,0.4108290465180561,0.2440475976753545
210,0.25295892423728417,0.23425626874707794,0.32139842498981336,0.409216572640292,0.26938500236989465
194,0.2587915272093826,0.23430234959786095,0.35113593451447606,0.4112463541342132,0.23761771135131093
685,0.237788224433502,0.23432925795258547,0.2337597137089766,0.42490012432619334,0.34134016196482997
590,0.22560614165034965,0.23441971531233508,0.15293528748329396,0.4587820577515918,0.3882826547651143
818,0.24658039189678493,0.2345655180911714,0.2875967186927653,0.4096057977734459,0.3027974835337887
829,0.2316469873721166,0.23457518935720625,0.19502470469143574,0.43788576877503144,0.3670895265335329
103,0.20748257288958988,0.23472122562857858,0.01461243695488082,0.5460155375560366,0.43937202548908266
323,0.24189087952836155,0.2347230679969569,0.2606836056583989,0.4140923656947207,0.3252240286468804
976,0.23878853731811228,0.23475832134110813,0.24181982435539007,0.41921856721219736,0.3389616084324126
136,0.2358274242246367,0.23476114761000427,0.22312955301504642,0.425507253320371,0.3513631936645826
401,0.2607464625748092,0.23478579329118476,0.36269991647101946,0.4086740426757519,0.2286260408532285
222,0.22336801076364723,0.23478839492931283,0.13857250876495458,0.4640158506780394,0.3974116405570061
922,0.2673158742795325,0.23483695970370816,0.39172619956619825,0.4200614090232383,0.18821239141056345
932,0.28307167617401496,0.2348732548691754,0.43556792203414485,0.49987441728334214,0.06455766068251288
425,0.25031320583278616,0.23492959192957022,0.3100978207268666,0.40383761705632026,0.28606456221681326
463,0.20611955021821085,0.2349596862169795,0.00417989766325829,0.5526365541198485,0.4431835482168932
870,0.23012276579253751,0.23502781131433975,0.18669329434193074,0.4384964204113665,0.37481028524670285
972,0.22086689635944956,0.2351259340069818,0.12182834809432369,0.471277787372398,0.4068938645332783
76,0.236412816045006,0.23512662868361422,0.22839304855754636,0.42106881229928833,0.35053813914316523
493,0.28655817595189514,0.23517350988912927,0.43756859168564105,0.5332225156196104,0.02920889269474859
839,0.25819874303344864,0.23518334549126194,0.35229367417910934,0.40252514142112195,0.2451811843997686
116,0.2195510390788374,0.23519063240523608,0.11236873104792004,0.4764231894431862,0.41120807950889376
325,0.24563139925565816,0.23524008277655603,0.28498892280846383,0.40473164150843116,0.31027943568310495
427,0.288031787634998,0.23526416722164953,0.4353519036150202,0.5535555112158964,0.011092585169083477
570,0.22145400909348548,0.23537288052867583,0.12719701273063858,0.466643584841689,0.4061594024276725
643,0.2771194954264606,0.2354099493168912,0.428473526516452,0.450436204652742,0.12109026883080604
611,0.22794447310488805,0.23552370383976273,0.17390009595984407,0.4411752110847747,0.38492469295538123
970,0.2607855028709471,0.23566685738844256,0.3669743003549817,0.40038600919332756,0.2326396904516908
357,0.23031290927752848,0.2357077326188781,0.1908041787370166,0.43216335958938495,0.3770324616735984
617,0.2871011028509806,0.23584659829503332,0.4438068767108509,0.5263425788025997,0.02985054448654932
927,0.2695663446673622,0.2359134250928893,0.4061434795538407,0.4148490451594704,0.1790074752866889
147,0.20832973330946794,0.23596974668388557,0.027706918986657687,0.5284348560641559,0.4438582249491865
503,0.23447726179029663,0.23597880176588495,0.21946094362588034,0.4184879218967698,0.3620511344773499
186,0.28465274225024345,0.2360020026989166,0.4458258609596009,0.4959495120444217,0.058224626995977344
195,0.2380364236819014,0.23602548977221513,0.24236352460608546,0.4100379592601231,0.34759851613379156
564,0.27504318205894623,0.2361645239757703,0.4268626928690351,0.4314307143036064,0.14170659282735848
366,0.2891608664959978,0.2362874746388575,0.4444547206310772,0.5471320744863345,0.008413204882588333
207,0.24083988122817876,0.23630626850379197,0.26086706484047184,0.4024374018235663,0.3366955333359617
275,0.2738289331854025,0.23640133419547507,0.42421215267115914,0.4237964111994832,0.1519914361293577
235,0.28695342374472926,0.23643289810994986,0.4496368924881115,0.512881446084837,0.03748166142705145
351,0.26215815138769694,0.23648000438774824,0.37713559650626505,0.3944208477442341,0.2284435557495008
515,0.20974937805205088,0.23648876382925443,0.04179121424892968,0.5149828432515462,0.44322594249952424
930,0.23650221668364976,0.2365187352229362,0.23467441216992654,0.40923304320364934,0.35609254462642415
269,0.2855022125634735,0.23652220250119732,0.45051615144369217,0.4955132889697159,0.053970559586591894
606,0.21540261303953023,0.2365999318737504,0.08706560763232285,0.4834380815459018,0.42949631082177525
47,0.2740685763589265,0.23660954136834372,0.42615615955492026,0.42240868584261215,0.15143515460246754
354,0.28157531644061096,0.2366240053692224,0.44653525069479094,0.4614718531623856,0.09199289614282347
740,0.2778625955046764,0.23664611882356934,0.43799513730873685,0.4390166332189889,0.1229882294722741
266,0.25048493091963825,0.23665806614730986,0.3183877816028755,0.3887939150470306,0.292818303350094
504,0.2086336519618602,0.2366710436262825,0.03348543701661337,0.5199260055461178,0.4465885574372688
779,0.23470030967604383,0.23671076712159123,0.22388314701953957,0.41187388285180593,0.3642429701286546
739,0.230593493401191,0.2367200923399436,0.1968372998622088,0.42288540352404,0.3802772966137511
84,0.2241797030794835,0.23673917886492274,0.1525889763120777,0.44417633985673854,0.4032346838311838
180,0.24840551158414276,0.2367746066114098,0.30726886318698793,0.3891234234491888,0.30360771336382314
940,0.23151087198551512,0.23701060166693672,0.20414830538361795,0.4178395988947713,0.3780120957216107
532,0.26526680459503155,0.23715776869006025,0.3943443827885275,0.3927336765712536,0.21292194064021888
218,0.2403789774764133,0.23726434279159023,0.2619234270800867,0.395338282583884,0.34273829033602937
612,0.27096725474998756,0.2372667002861079,0.4184160536013659,0.4048864838895855,0.17669746250904855
980,0.226917029627654,0.23727166303381905,0.1739823009075561,0.42997933978268327,0.39603835930976056
