,Return,Volatility,BND,VUG,VOO,VGIT
1370,0.04838612752383667,0.05193367835917509,0.5714183706330046,0.01585199226722587,0.156149476652387,0.2565801604473825
2966,0.058021539647808464,0.052157700495548937,0.1055791882190912,0.10876529711576143,0.1353960442893458,0.6502594703758017
1472,0.05182006353082056,0.05223638070509063,0.39502495044621205,0.007967167617078913,0.2036119201744559,0.3933959617622532
2405,0.05108522010400516,0.05227131600798497,0.4323228453766384,0.003349520641139147,0.20184990648627338,0.362477727495949
2244,0.05083960770805271,0.05229163318561075,0.5923334023365768,0.14794407332723053,0.0016761129200784438,0.258046411416114
2530,0.054433174336532976,0.05234177936706512,0.25943712334526725,0.028090713168262244,0.20506478922874322,0.5074073742577273
1807,0.049932994396577994,0.052369492150477995,0.5888755819784031,0.08561292280770345,0.07656757938855145,0.24894391582534203
1211,0.04242542122064171,0.052374301930754846,0.8200494731034781,0.08442122553189337,0.0029360225139551076,0.09259327885067349
106,0.04168162855372222,0.0525141190116501,0.8382538265705438,0.07856138509895311,0.003442749209298914,0.07974203912120417
1716,0.047748715640308914,0.052607982441733814,0.6600277834047543,0.05670091489304064,0.09296136242363424,0.19030993927857084
2453,0.057661463107332674,0.052676914705514465,0.21084998530822582,0.13312208532885111,0.09598100252070631,0.5600469268422168
2840,0.054800308277980464,0.05273073859470097,0.4405492110470514,0.16813777429592305,0.01561229012234174,0.37570072453468367
1871,0.053585897002276325,0.05275261468518646,0.4890248252444896,0.14953590740644743,0.02775961200286796,0.3336796553461949
609,0.05265035217495921,0.05276373391893167,0.3877712951541753,0.021142997937780496,0.19375254532078304,0.3973331615872613
193,0.03757351830862261,0.05279439383057533,0.9010539572688724,0.007537905475134812,0.05899154409334636,0.03241659316264645
2383,0.05654169701256133,0.05280963352728529,0.34107851504396713,0.1667906293691663,0.03652394264455764,0.4556069129423088
494,0.05484378117976439,0.05281896213699499,0.44505104824958935,0.17201692740553787,0.010679653706993275,0.3722523706378794
2079,0.05126131807143213,0.05286931135189295,0.5848476745665642,0.12946197230263398,0.03025983059261825,0.2554305225381836
1824,0.053932264628896845,0.05299260290721213,0.41938641888854944,0.09013139708270346,0.11232354263890472,0.37815864138984234
1047,0.04584579606111432,0.053072195531654334,0.7605520023541303,0.09297864413174468,0.024157530749301503,0.12231182276482343
985,0.05291397577910163,0.05308297904974523,0.35773983399750897,0.005249021628040684,0.21831491810882223,0.4186962262656282
2192,0.05400565719028073,0.05316078054351799,0.4605804798023848,0.12395029152279158,0.06653121503023958,0.3489380136445839
2164,0.04103157432502977,0.05336337469943756,0.8569941788523047,0.017820255730986983,0.07769193741506317,0.04749362800164504
1202,0.05458171204122294,0.05357180642326978,0.4062934713640036,0.09083078286545627,0.11764840784300856,0.38522733792753155
2508,0.05155591578953014,0.053735207314319654,0.5993811619178813,0.12291670526300515,0.04104639265843555,0.2366557401606779
1403,0.058196565286551614,0.05373592318400178,0.20212269785566134,0.11979465634795257,0.11876880273882737,0.5593138430575587
2388,0.05647554262068221,0.05383634676121387,0.30472496281873407,0.09834353809454142,0.12821906835236904,0.4687124307343555
2430,0.061943840992032616,0.05394050079292157,0.04010348285189189,0.2293818082984627,0.012391382014175707,0.7181233268354698
43,0.052323270377758406,0.05416750190754989,0.5824447028744039,0.12392637211097243,0.04714798458252101,0.24648094043210264
2535,0.05088272225963102,0.05420506122098986,0.558698119890259,0.03321990269855188,0.15573847482640832,0.2523435025847808
931,0.05810843180566729,0.05447146839317409,0.3334372340196898,0.18213861725208727,0.03034183929565768,0.45408230943256533
1774,0.04812489224666704,0.05447274065261052,0.7388393835482991,0.09864373081972429,0.037691950820605925,0.12482493481137068
2914,0.05979031680990495,0.05452814364535565,0.2331113837352307,0.19836483359151041,0.027403379402914374,0.5411204032703444
395,0.05780745399506629,0.054588483772318536,0.3512980287860877,0.17519286200188686,0.03624228181561809,0.4372668273964073
1944,0.06295302129981042,0.05492772622018544,0.02554562296115642,0.24518294966108323,0.0009012449680815216,0.7283701824096788
2592,0.05808918796634768,0.05496229846761433,0.34310823300616405,0.1690349824351307,0.047229946784069145,0.4406268377746361
1799,0.05662657709101248,0.054964746592867715,0.29293429410441,0.06585681228014728,0.1731627268628217,0.46804616675262106
2652,0.05364336249502422,0.05505587049994511,0.4212848994421665,0.020209667814870644,0.20259954247367354,0.3559058902692892
2651,0.0547100910854436,0.05507632775860164,0.42151775714254547,0.06181792822937419,0.15678727212706092,0.3598770425010194
640,0.06168290125411273,0.055202271858620144,0.02556463281594431,0.1575693599603168,0.10602912567682146,0.7108368815469174
1363,0.06060274712267831,0.0555114111577526,0.13080369695131455,0.1431357798151165,0.1117574083368652,0.6143031148967038
243,0.05479647031440444,0.055545968740310946,0.34946100239168393,0.010673696946246671,0.2281507901135299,0.4117145105485396
2919,0.055718121720742746,0.055732060453277894,0.3807977064552021,0.0590799448909887,0.17087835428823245,0.3892439943655769
1427,0.058708107425138066,0.05599216550084031,0.3548128139947327,0.17319303548654197,0.04678122938744655,0.4252129211312789
570,0.05384987417816449,0.05606446396586248,0.4954538747752413,0.049795932774075645,0.1624107229676472,0.2923394694830358
1015,0.05886816672432664,0.05647313330159475,0.399429460126526,0.20333516237783758,0.006520443328898697,0.39071493416673764
1167,0.058490374936215624,0.05657901327723678,0.35685722494922323,0.14205368286907027,0.0861493140678577,0.41493977811384886
1671,0.060736916966660504,0.0566282520269863,0.27325175765204934,0.2000615929453777,0.03210053031479982,0.49458611908777306
1709,0.058896786605994796,0.056638543063734524,0.3140858753579352,0.13077744235031732,0.1063108407614502,0.4488258415302973
917,0.059097766780016665,0.05686969057686781,0.3215651594874577,0.1380246788369767,0.09819455690486878,0.4422156047706969
1668,0.05693403500176758,0.05689015244707516,0.4308523397029711,0.11123283376051323,0.11056031239914926,0.3473545141373664
2139,0.06095371495187776,0.056895704591826385,0.254943521920458,0.18872261297769408,0.049765252647753215,0.5065686124540947
865,0.05982282135041641,0.056896122449981656,0.35213189586970967,0.1992577291405468,0.022157075528206116,0.4264532994615373
1858,0.06331609007537992,0.05691108732783058,0.08375696024711077,0.21728814623485335,0.03907090790905197,0.659883985608984
1754,0.061563749464677825,0.05708687434799947,0.2595630522932889,0.22112069956706457,0.011969943852644167,0.5073463042870023
1823,0.058462125367826946,0.05730340528006255,0.24037476167207855,0.05409864328223894,0.20703227861721002,0.4984943164284725
12,0.0563584660114382,0.057479830708518455,0.5282198573712856,0.14383179276713948,0.05856505675197379,0.2693832931096012
1694,0.06330699313471391,0.057536606030026465,0.10173353463568056,0.20315071101579585,0.057119534738691656,0.6379962196098319
1447,0.055516072494094466,0.057540406269932204,0.436334256620312,0.03755934531884804,0.195649606100658,0.33045679196018196
618,0.05782769066398301,0.057592871352393424,0.3554808769963803,0.0808959431320137,0.16157482572020387,0.4020483541514021
161,0.05911783209209108,0.057608502870122195,0.409065346188371,0.17912237476156756,0.040563640926514384,0.37124863812354697
2666,0.055873118522238426,0.05773352972746205,0.5753460786669636,0.15558553343882914,0.03690787484026846,0.23216051305393873
2621,0.05948549458687653,0.057855138502518125,0.4205483156877338,0.20088857853914446,0.014490082647905373,0.36407302312521644
2523,0.05907217260111469,0.057871515507182426,0.3542911326772998,0.1269684593945609,0.11146310162240225,0.40727730630573705
2404,0.0582214009329895,0.0579004762035481,0.2758345879107788,0.04709550310325416,0.21290178992141903,0.46416811906454813
848,0.05677679446538866,0.05794030723283462,0.368431770596422,0.03749426508656785,0.2094293452560173,0.38464461906099295
1945,0.05669959721666726,0.057975220095043085,0.3737818297067288,0.03658212087346059,0.2097594023650171,0.3798766470547935
2162,0.05550203646535627,0.05806613901914087,0.40690355311499454,0.007898209050015544,0.2360150092483833,0.3491832285866065
2287,0.05877063992231282,0.05816183292063741,0.2976261593768735,0.07319440432894408,0.18230895462306726,0.44687048167111526
2363,0.05764759954093948,0.0583111924027788,0.3510645355910562,0.0527374031720708,0.19755272105059724,0.3986453401862757
112,0.05716556326685357,0.058337835516247556,0.4022590897279112,0.06157855493049549,0.17964669648245538,0.356515658859138
883,0.05702188567265091,0.058425503644908824,0.3346095162050389,0.0181317097846757,0.23857459435462142,0.40868417965566395
123,0.05777461274129196,0.0585635426488293,0.4301518127461572,0.09802918892003845,0.1356070703047656,0.3362119280290388
805,0.05866623718057733,0.058758360255882,0.3751809069522936,0.09626600263610521,0.14788825952837978,0.3806648308832214
977,0.060603609089910526,0.05884181600903356,0.3230845774731518,0.14960488424685475,0.09614296320136155,0.43116757507863185
1262,0.06294680877544816,0.05911607985076887,0.1439739189345005,0.15459286551321216,0.11689838579258312,0.5845348297597042
620,0.06204363302613885,0.05929004901239553,0.236375290034627,0.15373071814784856,0.10663544616424288,0.5032585456532814
685,0.06105591707159578,0.05950487919416668,0.3421844283729714,0.16318158599676047,0.0814264127265048,0.4132075729037633
1894,0.054476490708366555,0.0595227240122729,0.6380723571765373,0.08405957735787697,0.11724154279257162,0.16062652267301405
1446,0.06389906557453225,0.0595304100799482,0.16090009850081374,0.19863324614969527,0.06622621516645967,0.5742404401830312
1942,0.05701706743088014,0.05959644435062517,0.353706139365719,0.0011479819956347532,0.260402612434794,0.38474326620385224
860,0.05462462405416419,0.05963694176313607,0.6245465165174483,0.07549447197786259,0.13043482356863068,0.16952418793605842
1504,0.059071464700737215,0.05972282552392075,0.404624317006485,0.10493873073834864,0.13889165001945214,0.3515453022357143
1126,0.056753942787127025,0.059738614137708326,0.3900015731234005,0.006247909564575935,0.24995935001104,0.35379116730098353
949,0.05917579837858866,0.05973869220347428,0.5088378131304973,0.18918843058950516,0.02405742925332321,0.27791632702667435
889,0.05981525005713117,0.05976976496692979,0.32912535116406927,0.09147673125581356,0.16615394597739674,0.4132439716027204
2359,0.05414660968998995,0.060206869490304786,0.6921572080869303,0.09608108343297922,0.09635691885588801,0.11540478962420253
2922,0.05835130039487277,0.060267832701368616,0.37800620323593515,0.046742046374010596,0.2107935038929359,0.36445824649711833
1412,0.061776475131200104,0.060299172120670194,0.36431676200347823,0.1889775834823263,0.05274725617409461,0.3939583983401009
172,0.05617681029827673,0.0603169917562835,0.6195041374501671,0.11766561385754627,0.08838472424921391,0.17444552444307265
1659,0.05667876014627262,0.06033771072850456,0.5571355898285258,0.08877339018193851,0.1335207764999543,0.22057024348958143
2119,0.061479429088046995,0.06047761612977533,0.4320623356237171,0.2209079972920221,0.005199772906962581,0.34182989417729803
2485,0.05819129930978571,0.06054347386418207,0.4699275680945019,0.08634170653379808,0.15339027785949597,0.2903404475122038
2194,0.06264615897932134,0.06056851503522661,0.2946010373661262,0.1778636684845405,0.07779768696798897,0.44973760718134426
177,0.06235128745927062,0.060606326612400944,0.31141560232028004,0.17237693912719984,0.08185185329423288,0.43435560525828726
863,0.06032976883040038,0.06063016101838315,0.35068446476360104,0.10229093474298616,0.1555717211770434,0.3914528793163694
1181,0.06154745230099501,0.06068355275700561,0.4254959650275307,0.21065427650619717,0.019670204275161342,0.3441795541911108
2789,0.06277516328874679,0.060737899074106545,0.34977734084861595,0.2172411937190314,0.024602521465222512,0.40837894396713015
2902,0.05945950674671817,0.06080654040843742,0.44794017827274624,0.11893870540797427,0.12215626731731977,0.3109648490019596
2700,0.06038873011629481,0.060868158390132585,0.36633041443351666,0.10727484960487858,0.14890158723649422,0.37749314872511036
2288,0.06036160895808559,0.061019296275053564,0.3684780351205043,0.10330158126111422,0.15386174797233784,0.37435863564604355
130,0.06083474069727545,0.06105087509992064,0.25450241486625497,0.06453417171106507,0.21374969865431753,0.46721371476836243
329,0.06393770240609264,0.061092806509023406,0.3125538855299528,0.24344780694725165,0.0014772539564939706,0.44252105356630167
17,0.06197970626243482,0.06127759324059217,0.42014468343325834,0.20773132704223035,0.02759409635488757,0.34452989316962385
1767,0.06141658301694644,0.06132305176924066,0.4354617550303587,0.18773172102554816,0.048602566788699814,0.32820395715539324
2810,0.05876818921655327,0.061438440595693956,0.6018572068456545,0.19059989940274075,0.015157940704089467,0.1923849530475154
182,0.06050465494792194,0.06147089162726269,0.51644492300647,0.20206266074339546,0.018489832387643054,0.2630025838624915
1648,0.06363726907098988,0.06148350692515701,0.3116346826953574,0.21028679696933822,0.042904585539856786,0.43517393479544764
1979,0.060766932259209955,0.061560392374955496,0.29411107440686596,0.06800261444413475,0.20709039243276148,0.4307959187162378
1893,0.06239951204573362,0.06157306434423357,0.24873780490440575,0.11276697295234742,0.16378294567247206,0.47471227647077474
1028,0.05524771992239377,0.06160865997073842,0.5708165168498418,0.009638215813296068,0.22545188225974236,0.19409338507711973
918,0.05541330199115663,0.06162695759764684,0.7274895289841448,0.14016248184832072,0.0477541237777539,0.08459386538978071
2049,0.061520551451703806,0.061639872582943296,0.3333617657920369,0.11672100957372503,0.14761960764843743,0.40229761698580063
2602,0.06010530224025605,0.06198150301831865,0.4384266477475585,0.10787190536255802,0.14295323115761457,0.31074821573226874
2208,0.057381681418268965,0.06202949176258518,0.4722388432867079,0.019836570196013648,0.23448012786398825,0.2734444586532902
2084,0.0610048035193361,0.062055346185124025,0.4017426147650041,0.12228923689134684,0.13313499208653765,0.3428331562571114
1270,0.06077317353186543,0.062081895935930005,0.5235447363267032,0.19970896439626382,0.023746156416698097,0.25300014286033473
885,0.06230907679119664,0.06213503738841484,0.4078240065524709,0.18533285968855134,0.060737476143380494,0.34610565761559725
735,0.06280157282456589,0.06226959015010859,0.4341827215286771,0.22822267808324517,0.007160699068452692,0.330433901319625
781,0.06302538379565628,0.06242901191858031,0.3393637006131539,0.16607324132331622,0.09520231122470915,0.3993607468388206
1216,0.06065248188118504,0.06247565181652227,0.18998436307674552,0.0015213545845855793,0.29822007691850405,0.510274205420165
2428,0.05959123679812342,0.06264012890741937,0.2931913867162642,0.0006832803254881761,0.28612453884227546,0.42000079411597224
770,0.060012797467848523,0.06282190845248381,0.3972420608866813,0.05976590142376938,0.20756050457430153,0.3354315331152477
1304,0.06416437053170611,0.06286418510250993,0.351727757406781,0.21824096349046965,0.03555758370194775,0.3944736954008015
1360,0.05666946638049617,0.06302492704270317,0.5752447569569624,0.029921096624876267,0.2109816475653,0.18385249885286126
696,0.06467368438329259,0.06310013413617843,0.3136440649806298,0.21155711243831582,0.050360440192116114,0.4244383823889382
408,0.06468814556521751,0.06321535921110728,0.13173213134374226,0.11753979122767837,0.18206976106477368,0.5686583163638057
2227,0.06366711730309133,0.06321989942262063,0.3052097563546109,0.15332490276827768,0.11909797490721061,0.4223673659699009
2072,0.06321552278753993,0.06328830489829526,0.28549166258349606,0.12127333403186942,0.15839358081977062,0.43484142256486397
114,0.06307922892333721,0.06336505580766078,0.2946182921847859,0.11802682733596599,0.16116206456109577,0.4261928159181524
2935,0.06109506478889969,0.06339277195097806,0.35466234706267985,0.06667601819142818,0.20955898777279447,0.36910264697309747
753,0.0680252787370592,0.06340710440517658,0.12307788682983477,0.2753134172969198,0.0024089232507569173,0.5991997726224886
2835,0.05934025092990291,0.06349692255042139,0.6367384457855965,0.17582122809288173,0.03860950273672052,0.1488308233848012
2555,0.06253527458062222,0.06362749555314612,0.3842540245511444,0.1357334083797362,0.12952005269115943,0.35049251437796014
1723,0.06545478153918435,0.06366502717510233,0.2623853893889176,0.20228902901824822,0.07149581745877821,0.4638297641340561
1827,0.05898016555084164,0.06370043797558184,0.6740330175424268,0.18641003274226317,0.019973583516372625,0.1195833661989375
1928,0.05722724011072015,0.06370564761985867,0.7586521214556992,0.1862188770525627,0.0015461427730635616,0.053582858718674534
1647,0.0598910655142152,0.06371572651710776,0.36836796970301205,0.02120352024382543,0.25877609998031853,0.351652410072844
1381,0.06338251201278475,0.06374230549738671,0.38990030661933844,0.17492672217337887,0.08476702094303662,0.3504059502642461
218,0.06397500355814106,0.06378816735497413,0.43587449350970514,0.23834725298604192,0.004080816549688707,0.3216974369545643
737,0.06438288925464768,0.06383040584249593,0.41287948413243153,0.24145814131058946,0.00441467329333447,0.34124770126364457
328,0.06476296207202305,0.06387329690511749,0.3499105873748042,0.21418315422019352,0.046339706164753504,0.3895665522402488
1401,0.06547347686648665,0.06395640910379902,0.34900052937227777,0.25038006176806366,0.004592038688349131,0.3960273701713094
1730,0.06260402875482628,0.06396420361189906,0.35487083950394377,0.11349118637760201,0.16076146978611186,0.37087650433234237
1529,0.06068970543778087,0.06403077413603056,0.3490427508262748,0.03446854458537688,0.24895781450262758,0.3675308900857208
844,0.061959804071833956,0.0641638769882602,0.3272591676736455,0.06912560737811191,0.21499568349533907,0.38861954145290356
2007,0.06078722227393378,0.06425915982491306,0.5272774061694437,0.13147498889093287,0.11440666637526951,0.2268409385643538
1680,0.06380913927746186,0.06433045916400265,0.2999295403518997,0.12693813900323542,0.1556177306037901,0.4175145900410749
2471,0.06429043939443126,0.06440570529410451,0.08542070184082735,0.058006306766200624,0.259335346037096,0.5972376453558761
1964,0.06509797023686459,0.06445020685573019,0.3677565620592339,0.2246237499764765,0.03479314881532004,0.3728265391489695
