,Return,Volatility,VYM,VTI,VOO,VGIT
473,0.07463950373304287,0.1103207161413457,0.21090605555377429,0.009965790753182689,0.2960358714978351,0.48309228219520794
1731,0.06360696365051348,0.1105550307234501,0.3677209268101249,0.05778917203812814,0.09768867735327359,0.4768012237984733
1068,0.06934576809313878,0.11087658749377076,0.29016363743038553,0.06086170705093383,0.17149765714593843,0.47747699837274216
1113,0.07374677179641065,0.11093479499966118,0.23260439936439545,0.1313067848732678,0.15698191672437242,0.47910689903796433
612,0.07081848266613645,0.11104646751982199,0.27330488404422293,0.1164870124590514,0.13308141186311861,0.47712669163360716
828,0.08766431857688413,0.11107132252114921,0.037271491066619006,0.18595636301852547,0.2871417416785953,0.48963040423626014
1985,0.08896451697261182,0.11133616039378913,0.017634782134797716,0.1492161965580907,0.34302043795049636,0.49012858335661524
1209,0.06916802469747048,0.11142648065916676,0.29715812199972,0.10051308023844498,0.1275103084873668,0.4748184892744682
1556,0.08315007602168947,0.1115475961532469,0.1084868959253496,0.2590993943588789,0.14972709860389086,0.4826866111118805
1313,0.08314869846950437,0.11170041812580847,0.10232565201440727,0.1261210391167755,0.2887348902323045,0.48281841863651287
634,0.08907249220369516,0.11191381572076452,0.022890591368587676,0.22717158592891362,0.262802917353716,0.4871349053487827
1552,0.06414339324251238,0.11210690670929345,0.36505395799240986,0.013311005681626482,0.15103221404740946,0.47060282227855416
1337,0.0890461994411699,0.11223721518795078,0.019092560065863656,0.11940799408579586,0.3750690124875839,0.4864304333607566
1870,0.07889078291937072,0.11247339796773202,0.16731578580162598,0.137447397992043,0.21938224744572532,0.4758545687606057
1685,0.08847982781639066,0.11249062336558407,0.033835094877009156,0.21951950402069384,0.26267327176774563,0.48397212933455136
384,0.08772413084429104,0.11282385395602565,0.056558907756700846,0.4205781465163827,0.04215937701446092,0.48070356871245545
693,0.07002773114929035,0.11287343649058804,0.29295222818005473,0.12387907703759113,0.11427970652683417,0.46888898825551995
998,0.09086582707280358,0.11296051680023894,0.008565118336910338,0.3618447462564744,0.1458752691803991,0.4837148662262162
942,0.0895603450638825,0.11307442830230297,0.010377074255006077,0.024763364500138798,0.48077686802273323,0.48408269322212194
533,0.06068462425907435,0.11311801451816604,0.41909668003467804,0.05807798338002547,0.05753360547810249,0.46529173110719413
651,0.09159652258654931,0.11335182642819498,0.002579947079279007,0.41865078788201937,0.09622447540009826,0.48254478963860337
1959,0.06730942858615424,0.11338697396106782,0.33069961140429766,0.08048504392462644,0.12300603418976969,0.4658093104813062
476,0.07479120195367044,0.11338724057004398,0.23419038283906649,0.23149515758947684,0.06566116670481521,0.4686532928666415
1734,0.07997633250564554,0.11340256117534968,0.16283726912374033,0.26801760673008745,0.09722051540488673,0.4719246087412855
1017,0.0867727367611275,0.11342098443899089,0.060868510552503016,0.17947548541194974,0.28131764524069286,0.4783383587948543
1434,0.07343290817421333,0.11381712331194031,0.2519034525142232,0.16649763741512888,0.11525941603443696,0.466339494036211
700,0.0827047686986383,0.11419585081352951,0.13189544416577592,0.35415338447247485,0.043678959443239844,0.4702722119185094
1047,0.0751864458164843,0.11439444616020802,0.23229137097486147,0.21299743809353971,0.09007374970099408,0.46463744123060474
1789,0.07653880529247015,0.11441157383404343,0.21323688914783553,0.21099006354777217,0.11035749960417918,0.46541554770021315
425,0.06639745244764254,0.11449008625080112,0.3456152495332988,0.029602808849106384,0.16369836897134102,0.46108357264625366
1194,0.07075465290323062,0.11476909586212908,0.29292003694654295,0.153526554607831,0.09258815672352513,0.4609652517221009
1612,0.06574722495282434,0.11484338780399664,0.36177137250761043,0.13977786566574676,0.03966609647819675,0.4587846653484461
155,0.07671915549817095,0.11516345003874834,0.20895596325494084,0.11052550078004149,0.21766012289286987,0.46285841307214787
304,0.07174451615350269,0.1156083087356076,0.27535040379503,0.007291102376278159,0.25861871913978407,0.45873977468890764
1323,0.0822915947596607,0.11596273144558616,0.1428222186513795,0.29159644785267214,0.1030942544540376,0.46248707904191094
1760,0.08120634729439288,0.1163825992379144,0.16159520133124708,0.31910474646965564,0.05961953441016906,0.4596805177889282
1802,0.087613171438701,0.11653702908451305,0.07453446038190441,0.4005554966387533,0.06067095198638334,0.464239090992959
1727,0.07391606512483725,0.11659644596617116,0.2628849102868243,0.2687287032115714,0.014178993933030022,0.4542073925685743
1908,0.08088783211425306,0.11670912343968658,0.1625859804960223,0.21939536786496747,0.15951861123345473,0.4585000404055556
506,0.0899364967353668,0.11702845917166319,0.04332372980688135,0.4032280988125041,0.0890519430011776,0.464396228379437
1167,0.08109241198440363,0.11717787577147849,0.16136631585095618,0.2104489476307243,0.17151227237556865,0.45667246414275087
439,0.07736378399514156,0.11724165094217967,0.21819976742428762,0.2844271423587014,0.043971071098422874,0.4534020191185882
1212,0.08153183873552745,0.11727333215348186,0.15424744937591067,0.18522556660187678,0.20378027404636836,0.4567467099758442
1948,0.07695658311817144,0.11734142649282091,0.2256334236070315,0.3094813510496275,0.012271776890682552,0.4526134484526584
1098,0.08559792869626816,0.11748856329970123,0.0969108076904997,0.1829614139681088,0.26083568347428887,0.4592920948671026
1383,0.06425324911222095,0.11750246037520529,0.3945625889172959,0.14754665056534938,0.010839303773981904,0.44705145674337277
1840,0.08743943364584013,0.11758367552114583,0.0758076101084667,0.27941586478613784,0.1847444946957542,0.4600320304096413
390,0.07703576783519259,0.11785147300230764,0.22134233705221884,0.2000494582490166,0.12764342011499435,0.45096478458377015
958,0.06236653669697078,0.1178775428370839,0.4175928316568119,0.06021507901133078,0.07673822394116507,0.44545386539069226
1460,0.06011287178241183,0.11789235181155416,0.44644159132591804,0.023807227354077334,0.08455371849795355,0.44519746282205097
143,0.09137547420709523,0.11796391637519169,0.028002194957626663,0.427486455847503,0.08284044366025563,0.46167090553461465
1765,0.06665195256909148,0.11804929494648969,0.36104853666267683,0.0872035163571698,0.10602549681843476,0.4457224501617186
1971,0.09109149129658374,0.11811934217502343,0.027399624437395416,0.3191764247892121,0.1922337028937959,0.46119024787959667
141,0.0660502279767438,0.11821676165188162,0.3736699059800876,0.1582811727404989,0.02357661282747655,0.44447230845193697
742,0.07997367543610014,0.11843485159536747,0.1726192641783212,0.012689799985541362,0.3629671118462496,0.4517238239898879
1494,0.0767783231540445,0.11848850975790357,0.22245828218184582,0.09540101478876664,0.2334625189104687,0.4486781841189189
1187,0.08544742512031658,0.11852794864818023,0.108961888429427,0.28132435647859105,0.15568761825222682,0.4540261368397551
1334,0.07725369445114516,0.11853517382713755,0.2128680022044045,0.03664581301737016,0.3012926507579151,0.4491935340203102
1005,0.0747575843733619,0.11857584121422701,0.26077450348052683,0.2826823307273703,0.010422225491850132,0.4461209403002528
668,0.07792115580595414,0.1186810992719645,0.20839839420518697,0.11803674756933605,0.22511604265135607,0.4484488155741209
554,0.08041424464694068,0.11888161883140635,0.18125381029989274,0.2585335714450458,0.11168508116121052,0.4485275370938509
983,0.08780834630609496,0.11895647521408323,0.06755706416710007,0.10224842821024434,0.37465410671038407,0.45554040091227155
1190,0.07788469790795544,0.11923495337918878,0.21985849403474284,0.2829212862674021,0.05206614071497914,0.44515407898287584
132,0.08709430969930747,0.11930585610546351,0.07940808357358523,0.10068676234178205,0.3665827411045123,0.45332241298012044
1532,0.09150037185982765,0.11932146114633761,0.017745962720736187,0.14123013837609408,0.3835382480142214,0.4574856508889484
1688,0.07257504638543609,0.11932831882726691,0.2891741317591995,0.17348091607162472,0.09508777960663946,0.4422571725625364
149,0.08114900842811971,0.11945647828321927,0.17464146448904863,0.2820089351208585,0.09688312005239133,0.4464664803377016
43,0.08565569217718387,0.11948963745931952,0.1081831671181813,0.23782165329089952,0.20374633717023885,0.4502488424206803
382,0.09001459241855689,0.11982782758332589,0.03464204557674916,0.010782160869256116,0.4998259575398314,0.4547498360141634
114,0.08358248988998875,0.12004226574755418,0.14863360201922035,0.40122660175042435,0.004828453350505758,0.4453113428798495
332,0.08920687585594818,0.12013982280596007,0.06723428389311063,0.37939060988437323,0.10337002977798297,0.4500050764445331
705,0.070074175439599,0.12018270298281113,0.3220860366400704,0.0626191816488765,0.1772018066168484,0.4380929750942047
1227,0.08657078593135126,0.12026098118258546,0.0875677999978228,0.03020001337741159,0.4330160517238912,0.4492161349008744
335,0.08493379432064746,0.12027235693205524,0.11442366900391979,0.0906934981224242,0.34770024314458325,0.4471825897290728
1569,0.08843994853224371,0.12030000019101043,0.06286931431383588,0.06905065127556649,0.4175488617681345,0.45053117264246306
1576,0.08539605776796164,0.12038528894042613,0.12093098774590644,0.33377855120533206,0.09968493185160619,0.4456055291971553
1843,0.09255155297811868,0.12038733613447956,0.017816024668977748,0.3395942396791112,0.18998808463700784,0.45260165101490324
398,0.07319962532143426,0.12125690844884829,0.2867914744977141,0.1270844932581915,0.15153592093441276,0.4345881113096817
919,0.08172501645482991,0.12131687860278811,0.16560631362995964,0.10100246636450753,0.29346806115794366,0.43992315884758915
1875,0.062239808221559355,0.12172770092013152,0.4372569476740713,0.07514831936609012,0.058500465233850295,0.4290942677259883
393,0.0933780547800138,0.12217211451995863,0.0033085438970634263,0.13386818803016443,0.4158287159213548,0.4469945521514173
1143,0.08145777427443378,0.12217270826960305,0.17566269054011777,0.14563434174234136,0.24298578890048542,0.43571717881705563
1391,0.08588321968766847,0.12220140573303244,0.12548139687903628,0.3969475938388252,0.0397412560642969,0.4378297532178417
191,0.08700571092517598,0.12221748363675206,0.09670131333230711,0.14849629353759883,0.31466644268667027,0.44013595044342374
1812,0.09076782799435817,0.1222538352158779,0.043828302411668685,0.17350896479664302,0.3391740780247674,0.44348865476692084
187,0.05816503242982932,0.12245266997944788,0.49468802925754884,0.05526131971039856,0.02443316319883295,0.4256174878332196
238,0.06982182851031844,0.12260779800282805,0.3434162505688413,0.19875061967728277,0.03087140388555378,0.42696172586832215
1281,0.08230780869502496,0.12261568492797605,0.16729542614887583,0.17809828751969534,0.2203662917374585,0.4342399945939704
609,0.07112483099916131,0.12275684172850063,0.320654088900575,0.09309446198308101,0.15883188578614554,0.4274195633301985
770,0.07009758640283906,0.12283483820102233,0.33322921587974974,0.05419156128982737,0.18569188623680563,0.4268873365936173
689,0.09160054681729707,0.12298900358352541,0.04568265030789479,0.37618906371449323,0.13825324016649185,0.43987504581112014
610,0.07998255537488948,0.12299915514997842,0.20826748731274497,0.3006022354327673,0.06087985353296976,0.43025042372151795
1423,0.07174051777639011,0.12311247384035227,0.3215174859190368,0.24698316355268704,0.006097737409953522,0.4254016131183227
406,0.07170530281004492,0.12311743657925393,0.31047258610854395,0.021455968803711527,0.24146516765899032,0.4266062774287542
233,0.08046718587706496,0.12321772131120878,0.2042962661286591,0.3383448970172942,0.02788011190022584,0.429478724953821
757,0.07909615005132277,0.12332501050694183,0.22189156922186387,0.29321071988252173,0.056605625559688094,0.4282920853359263
1007,0.09134226476436771,0.12336357581296023,0.0432320587632823,0.22216855137907873,0.29574740340149663,0.43885198645614226
1371,0.09129935529884525,0.1234382675371412,0.03520373025964984,0.054486031046264524,0.4705240726308803,0.43978616606320536
1275,0.09269287824127713,0.12365390313156263,0.035350720313813186,0.42434487369939217,0.10244867151344864,0.437855734473346
1954,0.09302862707597943,0.12387490478899499,0.035067587246322696,0.49608627462592647,0.03190080430129598,0.4369453338264548
545,0.06526507240803653,0.1242089571012626,0.4039732181403766,0.0161842958716008,0.16019052826364175,0.41965195772438074
1720,0.0857812301494003,0.12427705294821341,0.1331961619146547,0.33103527354995854,0.10677898319189183,0.42898958134349496
1056,0.09294956457064989,0.12444816627439018,0.016213016185596178,0.06031583540002433,0.48641170677640744,0.437059441637972
494,0.08974970684627877,0.12448717741714829,0.0652728000630529,0.1046940688606723,0.3968725996585124,0.43316053141776245
1158,0.07644804969275114,0.12486809645066205,0.2634944278671633,0.24128277572630913,0.07491742380347834,0.4203053726030491
1999,0.07893022088176783,0.12503419439432584,0.231563380743375,0.2847442820634409,0.06281122873318142,0.4208811084600026
259,0.06775539871984548,0.12529092513665768,0.38116990184097754,0.14402726998825666,0.05968972826804984,0.41511309990271605
1822,0.07696020188799998,0.12536939239593514,0.2539246737042899,0.15026528832546399,0.17686266960152106,0.4189473683687252
585,0.09130609601737771,0.1254985602909522,0.050191639137801954,0.15620552300844448,0.36371412158861055,0.42988871626514313
767,0.07999641789854478,0.12558785762908736,0.21662625068906502,0.23707165966873356,0.12686975755362678,0.4194323320885746
906,0.08449506624299716,0.12568624747487703,0.15636695426209365,0.29828029563984804,0.12337187471522397,0.4219808753828343
8,0.06963271925766587,0.12581981306598652,0.3573516858201051,0.13803883699805175,0.09104566511924454,0.4135638120625986
1310,0.07981713055392828,0.12586019024931433,0.22332622312546913,0.29501957252877714,0.06379547179497395,0.41785873255077977
995,0.08755060135455411,0.1261638801730362,0.11885978423649868,0.3772467646885347,0.08181235973640306,0.4220810913385635
22,0.06017207020412539,0.12620343365834782,0.48186253864165524,0.009003435475394249,0.09884759609157498,0.41028642979137553
1939,0.07410181916937916,0.1262156967409266,0.2921386366300464,0.04281104214603135,0.2505997752711422,0.41445054595278
871,0.08006770138508211,0.12641267528128608,0.2191280421677663,0.2324595134983446,0.13245112458212657,0.4159613197517625
662,0.07841393343419555,0.1264180435344652,0.2343784006891171,0.07665447178822245,0.2731414624549665,0.4158256650676939
194,0.09280216284313278,0.12655970580760467,0.04629032770736893,0.40379525867090926,0.12468300698035263,0.4252314066413693
14,0.09411484823924492,0.1266398283986156,0.019935768541090085,0.2552546123966535,0.2976870167740748,0.4271226022881817
1196,0.09193691165148611,0.1268903645227425,0.040350690540850845,0.024450908955109197,0.5096688442268255,0.4255295562772144
1164,0.07520953172792817,0.12692481386334242,0.27897914952435954,0.02631720020223314,0.28257095351715694,0.41213269675625036
1032,0.06772405612269793,0.12693892939667645,0.3850690701250853,0.06792980339069545,0.13845182065413453,0.40854930583008486
227,0.06652963065574012,0.12699519390806507,0.40224711846777556,0.07792592577765833,0.1119415033939624,0.40788545236060386
1453,0.07465587681493031,0.12753462376907362,0.2981228854018721,0.1930370894454131,0.10062893518702823,0.4082110899656865
1400,0.09441023286029546,0.12757270360496287,0.0265650741268505,0.382337869757083,0.16853529420090899,0.42256176191515765
1914,0.0716190410106413,0.12770649864216796,0.33907183202442587,0.15286431079518323,0.10177998744925622,0.40628386973113473
1979,0.09622874021338876,0.1278394407810131,0.00204363295967386,0.3968831815828617,0.17776573823879782,0.42330744721866664
683,0.07849150234178569,0.12786588326665907,0.23623308293274237,0.009018651598135217,0.3445703895772661,0.4101778758918564
