,Return,Volatility,AAPL,COST,AXP,CMCSA
434,0.15690261987343507,0.22099117116031683,0.02406317535219842,0.3674951418671798,0.19373024887037635,0.4147114339102455
745,0.18435485005269853,0.22099261665254483,0.20943510048274178,0.327637975602045,0.003509392900392797,0.4594175310148204
801,0.24081297872667726,0.22111370370342323,0.19728984459066376,0.5350049331343917,0.2508267951146515,0.016878427160292964
415,0.21283452622046592,0.22112784805588998,0.23971986707138224,0.3569556693653507,0.1680167726280953,0.23530769093517184
54,0.18024385192410636,0.22112883179465748,0.19574477174689434,0.32541783877800073,0.004757433644354452,0.4740799558307505
649,0.22134146528115634,0.22114714396599267,0.2284275321177285,0.4015874772580897,0.20754329579554226,0.16244169482863954
749,0.2276958825546506,0.22120251298734728,0.30202632262779755,0.3793169712907565,0.09427760709992528,0.22437909898152064
853,0.17476106522611612,0.22128246729871548,0.154522254524536,0.3067453272999886,0.11013827794454566,0.42859414023092973
424,0.20321491305322353,0.22147005226504018,0.27091006567223697,0.3362977709895586,0.005052342159778133,0.3877398211784263
728,0.1561225417127129,0.2214959399474512,0.08015334403277641,0.327111308360059,0.0921779958782467,0.500557351728918
389,0.18845989375096367,0.22151592968110564,0.19457780542211486,0.30841474056394064,0.13502558601271833,0.361981868001226
452,0.17929989533912172,0.22164287494692467,0.16777421282605828,0.3032862997218469,0.12662219947899025,0.40231728797310445
561,0.14942596674304587,0.22167574600702414,0.03839020012486467,0.34385142391555273,0.11348896121430721,0.5042694147452755
815,0.20665777830555995,0.22172730485323794,0.2801932696611332,0.33128942538668965,0.024816210616305616,0.36370109433587156
123,0.22815361760663966,0.22176057956190623,0.27996303420367874,0.3861294954650433,0.15440249911566759,0.17950497121561046
836,0.2381110903157103,0.22176884549744474,0.28603702758128097,0.42776264903484845,0.1620578021854181,0.12414252119845252
645,0.26003010068237886,0.22180278278198823,0.33104572078268596,0.5502692495777408,0.01723573635591503,0.10144929328365826
533,0.18886239862352588,0.22188597804427607,0.22996725423554548,0.30853015952418766,0.028805300480579395,0.43269728575968747
800,0.22437257862678153,0.22193271677541002,0.31027814614931026,0.36049401771827916,0.06967309037066606,0.25955474576174453
335,0.21227184895518705,0.22201374242742952,0.2467458839920848,0.3439226015970085,0.16634295269641808,0.2429885617144887
794,0.22320980053710868,0.22218099730389743,0.28728246067338215,0.3586066807493069,0.13229873262996322,0.2218121259473478
682,0.246732299022588,0.22230299824598188,0.3065677490922081,0.453213130106944,0.1425986517328988,0.09762046906794933
94,0.2155891737586169,0.22248620488789664,0.29437404274152507,0.33032488469719173,0.08248814904921696,0.29281292351206634
491,0.17906210666211816,0.22252148015784323,0.09262479422680672,0.3577210680612772,0.24765025656154283,0.3020038811503733
932,0.23358621990977063,0.22257955300002716,0.22995751020334013,0.4516568608780541,0.23779725018359746,0.08058837873500828
5,0.20513231832873113,0.22258134690883136,0.20905793508434783,0.3431743252964758,0.20561304607775252,0.2421546935414239
806,0.22551075706193668,0.22264852177631742,0.18181299658703418,0.4626635296133336,0.2752807445632689,0.08024272923636329
172,0.22831936109776263,0.22278948997729983,0.32755495640886995,0.3644694248582331,0.051812065503063186,0.2561635532298338
782,0.1689344729117379,0.2227980379258868,0.16303136416324918,0.2999795358698187,0.03213567476360525,0.5048534252033269
616,0.23529294416301302,0.22285187813672147,0.30089610999190397,0.3958402474721,0.14917581779264882,0.1540878247433471
435,0.17540610549064056,0.22300906120536074,0.14163858907954638,0.30045269741875696,0.1704079179990273,0.3875007955026694
126,0.2240500783306782,0.22304181965322858,0.27784822698179157,0.3612142666317741,0.16584582749911417,0.19509167888732015
130,0.20878396791407616,0.22315847008108475,0.2979465405967122,0.3246457978134255,0.006728776807727903,0.37067888478213445
466,0.1980314508859328,0.2231662047413038,0.18494911756579666,0.3344144133115141,0.2192475653759356,0.2613889037467536
255,0.17490732239924162,0.22317924095068167,0.1344880682878544,0.3033432621978364,0.18125840668315138,0.38091026283115786
348,0.2549272477181115,0.2232824341545809,0.32405416649010516,0.4794333835611439,0.1263037870776921,0.07020866287105898
58,0.18321106869033307,0.22333847606652246,0.13242404603395047,0.32899105689418456,0.2283873259049398,0.31019757116692515
943,0.174178398843383,0.22340537022193604,0.1354299040932451,0.2994033596745713,0.17818753642627355,0.38697919980591006
513,0.2070082779821617,0.22343675083774553,0.18146188605982336,0.3724661077303113,0.2530756757983241,0.19299633041154138
384,0.18695155913020725,0.22343901275943095,0.18586237666246627,0.2959135978020494,0.1708287539498394,0.347395271585645
281,0.25874518272230324,0.22346141264423236,0.34661241012765315,0.4953000867737492,0.06627678347060625,0.09181071962799145
499,0.20837089068595263,0.22356956829779,0.20677356526039442,0.3528277573554486,0.22932514759503023,0.21107352978912688
534,0.2136301844774516,0.22360107539769494,0.25780936794497306,0.33076386255610823,0.1738240745811014,0.23760269491781727
690,0.2588798394092648,0.2236249975367613,0.30088248973249576,0.5179206113447203,0.16445916362881946,0.016737735293964287
156,0.21744897901059126,0.22363898837849963,0.2799797692333432,0.33013579780201474,0.14863363275617594,0.24125080020846607
181,0.26663383359353887,0.22382582576652177,0.3346584361544624,0.5481463723601571,0.08420678394827087,0.032988407537109604
417,0.2119377140481196,0.2238343344508176,0.2243225280656257,0.3500437953262857,0.22013652731331776,0.20549714929477092
743,0.19904200810987066,0.22389277021723777,0.20213894101991234,0.31921984114351715,0.2078572591643188,0.2707839586722518
179,0.2150225649063153,0.22390076759799407,0.2258265787572298,0.3613126875896372,0.2270075679812424,0.18585316567189053
874,0.17285176772215724,0.22391822752442558,0.09280831451345875,0.3295498445386455,0.23496942834811174,0.3426724125997841
62,0.2611890207120318,0.2239184457644861,0.3457465684682267,0.5036470792904091,0.07932605903145225,0.07128029320991197
162,0.22645059902769862,0.22394302524367096,0.324980020581618,0.34192165143732756,0.08488388010720302,0.24821444787385152
488,0.15709398575152353,0.22395132340577104,0.029155751549208263,0.3449649517029688,0.22588884072609305,0.39999045602172983
210,0.22355102259122814,0.22419575533715813,0.23639947542294415,0.3878299073751017,0.23542586621690317,0.14034475098505106
419,0.17850916742268874,0.22419869065768464,0.1520062479615026,0.2929731247616417,0.18801842775948946,0.3670021995173662
224,0.24967384742875554,0.22432304378290469,0.3638192874052173,0.43701280478190346,0.02979583014562521,0.16937207766725415
856,0.268554779649079,0.22437729847004395,0.3482752598021934,0.5662965478830657,0.026207036588020437,0.059221155726720306
648,0.25060760936698867,0.22457288673944506,0.2935424300298244,0.4686559953352251,0.19517456682872303,0.042627007806227545
973,0.1696160644425642,0.22471209118433463,0.02297582435788336,0.3892245261218121,0.29515893128598164,0.2926407182343229
451,0.18518187873148534,0.22480737052237368,0.08332848842212309,0.3809156551570725,0.2979109426340189,0.23784491378678546
665,0.18939664963341424,0.22484025509238448,0.14010086380019104,0.33654063642174004,0.2582764705682109,0.2650820292098579
714,0.17888749678761576,0.22484297621916124,0.07527703289067336,0.3648103096106419,0.2854100181766605,0.27450263932202434
115,0.2660459983328799,0.22490673790817764,0.3510023919000346,0.5225625641715813,0.07873761193177001,0.04769743199661402
971,0.19314172264916732,0.224958454291781,0.1904033544498746,0.30265640370174945,0.21220391927842022,0.2947363225699557
183,0.16866197765271718,0.22507342725580146,0.13591107746220457,0.27607424431431876,0.16247717658878677,0.42553750163468995
128,0.20904014950137934,0.2250963906790294,0.03249126088312165,0.5562763898912203,0.36632612451234003,0.04490622471331805
454,0.19067236910525176,0.2251312449405374,0.26071044135051213,0.27472126036158195,0.021984018531352026,0.4425842797565539
938,0.23106590764985346,0.22514631261587742,0.19268530972990783,0.4678133917135128,0.29302646927820575,0.046474829278373445
628,0.212444738797622,0.2251966216921883,0.31189243090682806,0.2943360647476777,0.06593815757809847,0.3278333467673957
823,0.23527089527865783,0.22527291755922893,0.31353077212187247,0.36977123560475084,0.16260999028928055,0.1540880019840961
383,0.2261120010462687,0.22533269326569763,0.25723988743244836,0.3740437043381549,0.2271235364139779,0.1415928718154188
941,0.1700948539163463,0.22534500754223427,0.16101242783711608,0.26285115958730676,0.127095678194369,0.44904073438120806
644,0.190711937791662,0.22537678018471738,0.18941985859337473,0.2930625541796958,0.20762692158090532,0.3098906656460241
571,0.26409422052976844,0.225380768582454,0.3692909772602119,0.5181100186248648,0.008863537873933331,0.10373546624099002
570,0.16264018261712862,0.22541111442026524,0.0816854101274495,0.3022853472366609,0.21094986217529277,0.40507938046059677
24,0.1957895318906449,0.2254298978239078,0.21046686031924655,0.2926229107052327,0.19965125195670608,0.29725897701881465
400,0.18551558189885006,0.22542994931070243,0.18872732349635346,0.27741207496615805,0.1835150230569489,0.35034557848053965
767,0.22714657271723918,0.2254460159368643,0.28435521369815825,0.35443116983077305,0.1940169724054197,0.16719664406564916
792,0.22077502149902842,0.22551864170284347,0.31247499553775987,0.31125391430508537,0.12289258974596672,0.2533785004111879
208,0.20226020210216886,0.22573402136135298,0.2718775711767371,0.2722189176345114,0.12193590429017984,0.3339676068985715
428,0.25199157216064766,0.22576499104265077,0.35925742739755384,0.4216185086280596,0.1013571664412349,0.11776689753315178
718,0.24480993835973666,0.22587715471882316,0.34282975806619637,0.3915623431102125,0.13350732668422707,0.13210057213936424
544,0.22010474672089447,0.2258877640476146,0.2763989377482029,0.32838637112064795,0.19310821013954324,0.20210648099160586
409,0.21252856807999712,0.225938715375545,0.24389192514652,0.3241836675129137,0.2183547933170223,0.21356961402354388
541,0.20198824241387126,0.22598673808951938,0.20682544911759346,0.3152836083265158,0.2342282814413172,0.2436626611145734
629,0.15916023159768353,0.22614300682897542,0.05713519483910741,0.31151851525852103,0.22982648107162348,0.40151980883074817
76,0.2304360599164456,0.22623878365727756,0.23022496849011378,0.41773955645453054,0.2708212797360031,0.08121419531935244
337,0.20687326246437424,0.22626720890632973,0.21784546770409688,0.32308937450256586,0.2385985321731489,0.22046662562018834
701,0.20883681694264533,0.22627753425311614,0.2563620371556851,0.2979944108514256,0.19146807978400612,0.2541754722088832
791,0.1777128520105249,0.22627793160988643,0.17131173020547077,0.2640570399078091,0.1777602891001594,0.3868709407865607
78,0.2296496156138613,0.2264087365880333,0.31845511798769854,0.33455351489107593,0.156082372626731,0.19090899449449444
368,0.2047315546557214,0.22641822786061327,0.3044171774533501,0.2693067752120861,0.05394261203326039,0.37233343530130353
339,0.18343692843581957,0.22644743006025386,0.09334288415618071,0.3558531915399044,0.2981879779661943,0.25261594633772066
95,0.20887518293243526,0.22657421564264982,0.3069938976568768,0.27176525254303696,0.0872723518045422,0.33396849799554407
603,0.24258947412060627,0.22662412449649905,0.25515589203377864,0.4522608558247462,0.25867843018809633,0.033904821953378815
773,0.21509448763122024,0.22663090792268914,0.3024247515552966,0.28839373980881783,0.13726997341027983,0.27191153522560574
429,0.21833667918529762,0.22665234062573522,0.31478476101836855,0.29325575773005264,0.12506560142677534,0.2668938798248035
662,0.20184233700535265,0.22669232328695585,0.29418839288062304,0.2601381231187779,0.07222113495441132,0.37345234904618785
147,0.2192464889593238,0.22676874753736065,0.2932488693996781,0.3074168562670261,0.173628276812611,0.22570599752068485
857,0.23475348587938186,0.22678530701213623,0.20078612677211977,0.4709098780040954,0.30270379985890944,0.025600195364875383
296,0.2043524649874662,0.22683986820793434,0.25797397819414664,0.2779426199080104,0.17710145307111785,0.286981948826725
636,0.2127869184195562,0.22685164595260054,0.20122919558618144,0.3621043750064414,0.2771641369916051,0.15950229241577213
321,0.23389385635224202,0.22685762292724487,0.2964078688423606,0.3669990775276795,0.2063047364568979,0.13028831717306205
530,0.23940126028397854,0.22692246792416823,0.38060298614687116,0.3663101934654357,0.006491163337455541,0.24659565705023756
664,0.1845400329747347,0.22702534266066196,0.1561180225241936,0.2931149086177995,0.24240316366914597,0.308363905188861
890,0.22669167249135042,0.22706636933954716,0.27588517983415256,0.35077633310889106,0.22281781414886181,0.15052067290809448
824,0.17176044810677257,0.22715098344645535,0.20199882484618376,0.24127088056020843,0.061755761513996255,0.49497453307961153
594,0.24764193669938986,0.22734688035765424,0.38689427475308436,0.38433473545033636,0.04236366174925676,0.18640732804732246
464,0.18058820051092062,0.22736246732606613,0.12995239817384058,0.30277824355732863,0.26016426835478684,0.3071050899140441
9,0.14523396907172548,0.22742814543337297,0.0007212474444302294,0.32365370165940766,0.22533289104395718,0.450292159852205
805,0.19480030065684417,0.2274438553861595,0.24194991860600604,0.25536308169061117,0.1662178612305398,0.336469138472843
611,0.178420172410061,0.22750764926392816,0.11801154254705906,0.3063209289046927,0.26595583990561833,0.30971168864262977
279,0.23099308487874118,0.22769459967110947,0.2252654339260839,0.41958557952784375,0.28877897552265175,0.06637001102342056
955,0.1560150980942176,0.22771910730563358,0.028619838592200738,0.32288948042776844,0.26047407586076354,0.3880166051192672
851,0.20614948249786538,0.22774932683250668,0.2929745175327375,0.25805934238139533,0.12846295412117173,0.32050318596469546
721,0.20594889791331636,0.22775324342954106,0.27945325003838145,0.26389641763212174,0.15653699001083612,0.3001133423186609
380,0.20612441718186122,0.22778085929333763,0.25893252525109006,0.27784612239790135,0.1941411321544681,0.26908022019654065
143,0.2603208109582659,0.22783483286411582,0.3639421803495862,0.4450621126550705,0.13219293535066634,0.058802771644676975
347,0.1463511870049387,0.22787498189073638,0.0591957994954587,0.27440720009582964,0.1556370902958582,0.5107599101128535
839,0.18602140805845876,0.2278750887741271,0.16801680068634453,0.28321356519247726,0.24201520591016057,0.3067544282110177
646,0.22460843062190725,0.22802882011141626,0.12772920117816622,0.5018054025067642,0.3542665967115225,0.016198799603547174
116,0.17015314769244855,0.22805415775375848,0.16234752410436298,0.24201049575644018,0.16605277747792405,0.42958920266127276
846,0.24218617854894794,0.22814723997567246,0.37108697928772155,0.348355505506127,0.10396797028010399,0.17658954492604748
964,0.2165710540044265,0.2281652075929982,0.27641917236075436,0.3015450074204376,0.2081900916840724,0.21384572853473563
432,0.2087570837254662,0.2282013375305528,0.2283673478306044,0.3118555490696404,0.24973011451673022,0.210046988583025
402,0.20802659065067222,0.22821445490248965,0.28691296085819634,0.26307652871817366,0.15817593027845156,0.2918345801451785
637,0.22331836092647434,0.22828610244419653,0.365211512446021,0.29659349849743466,0.01659032496013612,0.32160466409640825
142,0.16495731489665194,0.22842068351533099,0.07538682290391668,0.2996034226573179,0.2620192864210277,0.3629904680177378
411,0.24951238827744082,0.22850877637180447,0.36847704784670676,0.3793037884916446,0.13105617177771398,0.12116299188393471
161,0.2711581137695906,0.2285403162464145,0.37143880511071176,0.5028869339220787,0.11225732355286486,0.013416937414344646
673,0.2154140655843482,0.22860634863480264,0.31465571008153653,0.269260983001227,0.14165286952495104,0.27443043739228545
