,Return,Volatility,AAPL,AMZN,GOOGL
2752,0.18009244396226448,0.3095154952370855,0.21442227117091767,0.3750932857554784,0.4104844430736039
896,0.20292445886396365,0.3095156929909011,0.17743391394358787,0.20297571698240358,0.6195903690740086
1660,0.16788663884814373,0.3095302849791579,0.07327980826228739,0.3898721874793545,0.5368480042583581
81,0.19058206717305645,0.3095317713891471,0.26313588748290806,0.3275549004447015,0.40930921207239046
1385,0.19894951899111815,0.3095362835121933,0.14708616967622704,0.2152840325853247,0.6376297977384483
458,0.17299655407119932,0.30954160545995235,0.16700121233707005,0.4003074221796875,0.43269136548324244
2585,0.20755250449293125,0.3095416578067903,0.2752073436574475,0.21861363539525025,0.5061790209473023
1719,0.18203652830041253,0.30954378183001197,0.22603915754805556,0.367525232848948,0.4064356096029965
351,0.17217721650520068,0.3095518357820715,0.054041684119114114,0.35163052201924755,0.5943277938616384
1908,0.20597834187180555,0.30955255556968636,0.20486586789528038,0.1954950873185928,0.5996390447861268
1128,0.19145546950434653,0.3095555745990913,0.26690900620589575,0.3234608866865104,0.4096301071075939
555,0.18469148213260528,0.3095591028623212,0.23973063716410725,0.3561468027643515,0.40412256007154124
1134,0.20829493701683352,0.30955933395770724,0.2682147443550163,0.21023795138847504,0.5215473042565086
665,0.17778573822566204,0.3095667432171579,0.20234974649339493,0.3848942895632139,0.41275596394339115
425,0.20770075856124834,0.30956826702949114,0.22665952446369136,0.19431017172790835,0.5790303038084004
1513,0.17776964623546584,0.3095801127621518,0.05728293117296252,0.31537644575822465,0.6273406230688129
1428,0.16930101653814136,0.30958501665737403,0.1333594443593924,0.40914572368522023,0.4574948319553873
88,0.18265177712085956,0.3095874570964985,0.23063639690615884,0.36557211137893114,0.40379149171491
2818,0.17610154629702018,0.3095882744391856,0.19211156299422197,0.39136696650349323,0.4165214705022848
